"Time (s)"	"Magnetic Field x (µT)"	"Magnetic Field y (µT)"	"Magnetic Field z (µT)"	"Absolute field (µT)"
7.336275610E-1	-5.291999817E1	-5.009999847E1	-2.405999947E1	7.674255422E1
7.436917610E-1	-5.261999893E1	-5.039999771E1	-2.334000015E1	7.650999715E1
7.537559610E-1	-5.219999695E1	-5.070000076E1	-2.334000015E1	7.642045123E1
7.638201610E-1	-5.237999725E1	-5.057999802E1	-2.339999962E1	7.648241820E1
7.738843610E-1	-5.231999969E1	-5.052000046E1	-2.351999855E1	7.643849257E1
7.839485940E-1	-5.219999695E1	-5.027999878E1	-2.393999863E1	7.632851035E1
7.940127940E-1	-5.243999863E1	-5.034000015E1	-2.423999977E1	7.662667068E1
8.041103600E-1	-5.255999756E1	-5.045999908E1	-2.429999924E1	7.680660658E1
8.142078930E-1	-5.255999756E1	-5.070000076E1	-2.453999901E1	7.704060599E1
8.243054260E-1	-5.279999924E1	-5.063999939E1	-2.435999870E1	7.710809941E1
8.344029590E-1	-5.243999863E1	-5.087999725E1	-2.357999992E1	7.677723603E1
8.445004920E-1	-5.184000015E1	-5.075999832E1	-2.292000008E1	7.608738035E1
8.545980250E-1	-5.195999908E1	-5.015999985E1	-2.297999954E1	7.578883472E1
8.646622250E-1	-5.213999939E1	-5.009999847E1	-2.339999962E1	7.600098266E1
8.747264250E-1	-5.225999832E1	-4.979999924E1	-2.400000000E1	7.607330247E1
8.847906250E-1	-5.250000000E1	-4.950000000E1	-2.429999924E1	7.613796663E1
8.948548250E-1	-5.243999863E1	-4.973999786E1	-2.447999954E1	7.631049221E1
9.048856910E-1	-5.243999863E1	-4.973999786E1	-2.465999985E1	7.636842565E1
9.149173910E-1	-5.250000000E1	-4.950000000E1	-2.471999931E1	7.627305137E1
9.249482570E-1	-5.297999954E1	-4.961999893E1	-2.442000008E1	7.658564519E1
9.349791230E-1	-5.255999756E1	-4.961999893E1	-2.405999947E1	7.618123924E1
9.450099890E-1	-5.243999863E1	-4.943999863E1	-2.393999863E1	7.594333713E1
9.550408890E-1	-5.268000031E1	-4.950000000E1	-2.405999947E1	7.618606176E1
9.650717550E-1	-5.255999756E1	-4.943999863E1	-2.471999931E1	7.627545591E1
9.751026550E-1	-5.321999741E1	-4.913999939E1	-2.489999962E1	7.659711251E1
9.851335210E-1	-5.315999985E1	-4.920000076E1	-2.489999962E1	7.659396608E1
9.951643870E-1	-5.303999710E1	-4.920000076E1	-2.501999855E1	7.654986411E1
1.005195287E0	-5.334000015E1	-4.913999939E1	-2.484000015E1	7.666107724E1
1.015226153E0	-5.297999954E1	-4.907999802E1	-2.484000015E1	7.637245684E1
1.025257053E0	-5.315999985E1	-4.937999725E1	-2.495999908E1	7.672920739E1
1.035287886E0	-5.273999786E1	-4.943999863E1	-2.465999985E1	7.638020968E1
1.045318786E0	-5.243999863E1	-4.973999786E1	-2.465999985E1	7.636842565E1
1.055349652E0	-5.250000000E1	-5.009999847E1	-2.501999855E1	7.676105897E1
1.065380552E0	-5.237999725E1	-5.015999985E1	-2.537999916E1	7.683641099E1
1.075411452E0	-5.268000031E1	-5.009999847E1	-2.585999870E1	7.716172505E1
1.085442318E0	-5.297999954E1	-5.045999908E1	-2.597999954E1	7.764053217E1
1.095473218E0	-5.297999954E1	-5.052000046E1	-2.592000008E1	7.765949524E1
1.105470751E0	-5.291999817E1	-5.021999741E1	-2.561999893E1	7.732372657E1
1.115468317E0	-5.291999817E1	-5.045999908E1	-2.495999908E1	7.726408783E1
1.125465850E0	-5.261999893E1	-5.021999741E1	-2.471999931E1	7.682441535E1
1.135496783E0	-5.237999725E1	-5.021999741E1	-2.453999901E1	7.660237466E1
1.145561016E0	-5.250000000E1	-5.034000015E1	-2.442000008E1	7.672484617E1
1.155625216E0	-5.225999832E1	-5.003999710E1	-2.477999878E1	7.647978213E1
1.165722782E0	-5.261999893E1	-4.991999817E1	-2.495999908E1	7.670640168E1
1.175820315E0	-5.303999710E1	-4.979999924E1	-2.477999878E1	7.685915402E1
1.185917848E0	-5.297999954E1	-4.973999786E1	-2.484000015E1	7.679826396E1
1.196015381E0	-5.321999741E1	-5.009999847E1	-2.460000038E1	7.712028261E1
1.206146281E0	-5.303999710E1	-5.021999741E1	-2.465999985E1	7.709348237E1
1.216276914E0	-5.297999954E1	-4.991999817E1	-2.507999992E1	7.699281112E1
1.226407780E0	-5.321999741E1	-5.003999710E1	-2.484000015E1	7.715824675E1
1.236538646E0	-5.291999817E1	-5.003999710E1	-2.471999931E1	7.691297603E1
1.246669512E0	-5.261999893E1	-4.986000061E1	-2.484000015E1	7.662838610E1
1.256800378E0	-5.243999863E1	-4.997999954E1	-2.471999931E1	7.654431511E1
1.266931244E0	-5.237999725E1	-4.997999954E1	-2.519999886E1	7.665966611E1
1.277062110E0	-5.261999893E1	-4.943999863E1	-2.561999893E1	7.661306740E1
1.287192976E0	-5.273999786E1	-4.913999939E1	-2.543999863E1	7.644239952E1
1.297323842E0	-5.250000000E1	-4.931999969E1	-2.531999969E1	7.635322360E1
1.307454675E0	-5.261999893E1	-4.950000000E1	-2.501999855E1	7.645334927E1
1.317585541E0	-5.255999756E1	-4.943999863E1	-2.484000015E1	7.631443124E1
1.327716707E0	-5.297999954E1	-4.968000031E1	-2.471999931E1	7.672066963E1
1.337847573E0	-5.315999985E1	-4.968000031E1	-2.477999878E1	7.686440238E1
1.347978439E0	-5.315999985E1	-4.943999863E1	-2.484000015E1	7.672890365E1
1.358109305E0	-5.315999985E1	-4.997999954E1	-2.543999863E1	7.727340725E1
1.368240171E0	-5.303999710E1	-5.009999847E1	-2.555999947E1	7.730824479E1
1.378371071E0	-5.291999817E1	-5.003999710E1	-2.568000031E1	7.722687312E1
1.388535304E0	-5.286000061E1	-5.039999771E1	-2.526000023E1	7.728134992E1
1.398699470E0	-5.261999893E1	-5.039999771E1	-2.447999954E1	7.686543069E1
1.408863670E0	-5.237999725E1	-5.039999771E1	-2.418000031E1	7.660611135E1
1.419027836E0	-5.261999893E1	-5.034000015E1	-2.369999886E1	7.658113246E1
1.429192102E0	-5.207999802E1	-5.003999710E1	-2.393999863E1	7.608844221E1
1.439322902E0	-5.219999695E1	-5.015999985E1	-2.387999916E1	7.623070002E1
1.449420402E0	-5.207999802E1	-5.045999908E1	-2.381999969E1	7.632778057E1
1.459517968E0	-5.189999771E1	-5.063999939E1	-2.369999886E1	7.628701886E1
1.469582134E0	-5.219999695E1	-5.052000046E1	-2.400000000E1	7.650562154E1
1.479646367E0	-5.279999924E1	-5.021999741E1	-2.405999947E1	7.673833223E1
1.489710567E0	-5.315999985E1	-4.997999954E1	-2.460000038E1	7.700094777E1
1.499774833E0	-5.309999847E1	-4.973999786E1	-2.513999939E1	7.697854763E1
1.509805666E0	-5.303999710E1	-4.950000000E1	-2.495999908E1	7.672348302E1
1.519836766E0	-5.261999893E1	-4.973999786E1	-2.555999947E1	7.678701223E1
1.529900999E0	-5.255999756E1	-4.961999893E1	-2.537999916E1	7.660836765E1
1.539965199E0	-5.250000000E1	-4.955999756E1	-2.543999863E1	7.654826509E1
1.550029399E0	-5.231999969E1	-5.015999985E1	-2.519999886E1	7.673622284E1
1.560093599E0	-5.202000046E1	-5.039999771E1	-2.435999870E1	7.641760107E1
1.570191165E0	-5.141999817E1	-5.052000046E1	-2.400000000E1	7.597556619E1
1.580288698E0	-5.147999954E1	-5.052000046E1	-2.369999886E1	7.592200435E1
1.590386231E0	-5.171999741E1	-5.039999771E1	-2.376000023E1	7.602404562E1
1.600483764E0	-5.213999939E1	-4.997999954E1	-2.429999924E1	7.620413279E1
1.610581297E0	-5.237999725E1	-4.968000031E1	-2.460000038E1	7.626877842E1
1.620680263E0	-5.213999939E1	-5.003999710E1	-2.460000038E1	7.633964150E1
1.630777496E0	-5.165999985E1	-4.986000061E1	-2.471999931E1	7.593321810E1
1.640875029E0	-5.184000015E1	-5.009999847E1	-2.477999878E1	7.623282628E1
1.650972562E0	-5.159999847E1	-5.063999939E1	-2.447999954E1	7.632980911E1
1.661070095E0	-5.171999741E1	-5.075999832E1	-2.369999886E1	7.624451132E1
1.671167628E0	-5.189999771E1	-5.118000031E1	-2.351999855E1	7.659107341E1
1.681265128E0	-5.159999847E1	-5.087999725E1	-2.334000015E1	7.613205350E1
1.691329294E0	-5.207999802E1	-5.039999771E1	-2.321999931E1	7.610291933E1
1.701393494E0	-5.268000031E1	-5.003999710E1	-2.423999977E1	7.659478658E1
1.711457694E0	-5.279999924E1	-4.986000061E1	-2.460000038E1	7.667476507E1
1.721521927E0	-5.268000031E1	-4.991999817E1	-2.477999878E1	7.668922342E1
1.731586060E0	-5.268000031E1	-5.009999847E1	-2.513999939E1	7.692341548E1
1.741650293E0	-5.237999725E1	-4.991999817E1	-2.526000023E1	7.664031538E1
1.751714493E0	-5.255999756E1	-4.973999786E1	-2.477999878E1	7.648966643E1
1.761778693E0	-5.279999924E1	-4.991999817E1	-2.465999985E1	7.673305500E1
1.771842893E0	-5.279999924E1	-4.979999924E1	-2.453999901E1	7.661652168E1
1.781907126E0	-5.291999817E1	-5.009999847E1	-2.442000008E1	7.685618034E1
1.791971326E0	-5.321999741E1	-5.015999985E1	-2.477999878E1	7.721685080E1
1.802035492E0	-5.327999878E1	-4.979999924E1	-2.519999886E1	7.716111803E1
1.812133058E0	-5.327999878E1	-4.991999817E1	-2.531999969E1	7.727785499E1
1.822230591E0	-5.327999878E1	-4.997999954E1	-2.519999886E1	7.727741304E1
1.832294857E0	-5.303999710E1	-4.961999893E1	-2.543999863E1	7.695829466E1
1.842359057E0	-5.315999985E1	-4.979999924E1	-2.501999855E1	7.701964577E1
1.852423290E0	-5.309999847E1	-4.968000031E1	-2.460000038E1	7.676504600E1
1.862487490E0	-5.309999847E1	-4.943999863E1	-2.460000038E1	7.660994270E1
1.872518356E0	-5.297999954E1	-4.979999924E1	-2.442000008E1	7.670239031E1
1.882582589E0	-5.286000061E1	-4.979999924E1	-2.442000008E1	7.661955359E1
1.892646822E0	-5.291999817E1	-5.003999710E1	-2.489999962E1	7.697101725E1
1.902711022E0	-5.309999847E1	-5.045999908E1	-2.495999908E1	7.738748542E1
1.912775255E0	-5.309999847E1	-5.045999908E1	-2.495999908E1	7.738748542E1
1.922838021E0	-5.297999954E1	-5.052000046E1	-2.513999939E1	7.740265090E1
1.932902221E0	-5.297999954E1	-5.052000046E1	-2.526000023E1	7.744170975E1
1.942966421E0	-5.279999924E1	-5.009999847E1	-2.537999916E1	7.708433125E1
1.953063987E0	-5.309999847E1	-5.034000015E1	-2.543999863E1	7.746559871E1
1.963161520E0	-5.273999786E1	-5.057999802E1	-2.543999863E1	7.737594655E1
1.973259053E0	-5.250000000E1	-5.057999802E1	-2.550000000E1	7.723235203E1
1.983356619E0	-5.255999756E1	-5.070000076E1	-2.550000000E1	7.735175125E1
1.993487519E0	-5.231999969E1	-5.063999939E1	-2.513999939E1	7.703123701E1
2.003618385E0	-5.291999817E1	-5.039999771E1	-2.555999947E1	7.742092449E1
2.013749251E0	-5.286000061E1	-4.997999954E1	-2.561999893E1	7.712693670E1
2.023880117E0	-5.309999847E1	-4.979999924E1	-2.573999977E1	7.721526630E1
2.034011083E0	-5.315999985E1	-4.943999863E1	-2.573999977E1	7.702497411E1
2.044141916E0	-5.309999847E1	-4.937999725E1	-2.531999969E1	7.680557500E1
2.054272782E0	-5.345999908E1	-4.991999817E1	-2.484000015E1	7.724638067E1
2.064403648E0	-5.315999985E1	-5.009999847E1	-2.471999931E1	7.711727301E1
2.074534514E0	-5.315999985E1	-5.015999985E1	-2.513999939E1	7.729185428E1
2.084665347E0	-5.261999893E1	-4.997999954E1	-2.537999916E1	7.688308656E1
2.094796213E0	-5.250000000E1	-4.986000061E1	-2.592000008E1	7.690329034E1
2.104927079E0	-5.237999725E1	-4.997999954E1	-2.585999870E1	7.687915192E1
2.115024579E0	-5.237999725E1	-4.997999954E1	-2.592000008E1	7.689935546E1
2.125122112E0	-5.268000031E1	-5.015999985E1	-2.543999863E1	7.706102482E1
2.135219745E0	-5.231999969E1	-5.003999710E1	-2.501999855E1	7.659885120E1
2.145317278E0	-5.250000000E1	-4.997999954E1	-2.484000015E1	7.662425179E1
2.155414811E0	-5.225999832E1	-4.955999756E1	-2.447999954E1	7.606951531E1
2.165512344E0	-5.237999725E1	-4.937999725E1	-2.501999855E1	7.621055418E1
2.175609877E0	-5.261999893E1	-4.920000076E1	-2.526000023E1	7.633853532E1
2.185674043E0	-5.268000031E1	-4.931999969E1	-2.537999916E1	7.649698791E1
2.195771609E0	-5.291999817E1	-4.950000000E1	-2.555999947E1	7.683807506E1
2.205869142E0	-5.297999954E1	-4.979999924E1	-2.550000000E1	7.705303547E1
2.215966675E0	-5.268000031E1	-5.003999710E1	-2.543999863E1	7.698296742E1
2.226064208E0	-5.268000031E1	-4.986000061E1	-2.543999863E1	7.686608890E1
2.236161841E0	-5.255999756E1	-5.021999741E1	-2.550000000E1	7.703798727E1
2.246259407E0	-5.273999786E1	-5.009999847E1	-2.519999886E1	7.698413579E1
2.256323573E0	-5.291999817E1	-4.986000061E1	-2.531999969E1	7.699122191E1
2.266387806E0	-5.237999725E1	-4.991999817E1	-2.519999886E1	7.662056037E1
2.276452006E0	-5.225999832E1	-4.991999817E1	-2.537999916E1	7.659802869E1
2.286516172E0	-5.189999771E1	-4.991999817E1	-2.550000000E1	7.639283985E1
2.296547005E0	-5.189999771E1	-5.003999710E1	-2.495999908E1	7.629293956E1
2.306577905E0	-5.231999969E1	-4.968000031E1	-2.519999886E1	7.642332589E1
2.316608771E0	-5.291999817E1	-4.973999786E1	-2.477999878E1	7.673748714E1
2.326639637E0	-5.237999725E1	-4.973999786E1	-2.471999931E1	7.634664279E1
2.336670403E0	-5.261999893E1	-4.997999954E1	-2.495999908E1	7.674546368E1
2.346701303E0	-5.250000000E1	-5.027999878E1	-2.435999870E1	7.666640603E1
2.356732203E0	-5.202000046E1	-5.034000015E1	-2.453999901E1	7.643564361E1
2.366763103E0	-5.225999832E1	-5.075999832E1	-2.405999947E1	7.672397558E1
2.376794003E0	-5.177999878E1	-5.118000031E1	-2.357999992E1	7.652827648E1
2.386824869E0	-5.141999817E1	-5.141999817E1	-2.334000015E1	7.637269165E1
2.396855769E0	-5.153999710E1	-5.159999847E1	-2.321999931E1	7.653822255E1
2.406886635E0	-5.129999924E1	-5.171999741E1	-2.310000038E1	7.642158119E1
2.416917535E0	-5.147999954E1	-5.123999786E1	-2.327999878E1	7.627375746E1
2.426948401E0	-5.159999847E1	-5.159999847E1	-2.345999908E1	7.665175303E1
2.436981634E0	-5.141999817E1	-5.147999954E1	-2.327999878E1	7.639479634E1
2.447012534E0	-5.237999725E1	-5.075999832E1	-2.405999947E1	7.680576226E1
2.457043400E0	-5.231999969E1	-5.057999802E1	-2.429999924E1	7.672163013E1
2.467074300E0	-5.309999847E1	-5.009999847E1	-2.477999878E1	7.709518808E1
2.477105166E0	-5.315999985E1	-5.009999847E1	-2.453999901E1	7.705976241E1
2.487136066E0	-5.286000061E1	-5.021999741E1	-2.418000031E1	7.681731718E1
2.497133566E0	-5.321999741E1	-5.052000046E1	-2.418000031E1	7.726131623E1
2.507131132E0	-5.291999817E1	-5.009999847E1	-2.423999977E1	7.679917735E1
2.517128665E0	-5.297999954E1	-4.955999756E1	-2.471999931E1	7.664301713E1
2.527126231E0	-5.309999847E1	-4.955999756E1	-2.531999969E1	7.692142472E1
2.537123697E0	-5.297999954E1	-4.950000000E1	-2.555999947E1	7.687941158E1
2.547121297E0	-5.273999786E1	-4.991999817E1	-2.561999893E1	7.700583054E1
2.557118863E0	-5.309999847E1	-4.986000061E1	-2.561999893E1	7.721407802E1
2.567116396E0	-5.279999924E1	-5.003999710E1	-2.531999969E1	7.702560363E1
2.577113962E0	-5.286000061E1	-4.973999786E1	-2.484000015E1	7.671553076E1
2.587111495E0	-5.303999710E1	-4.950000000E1	-2.484000015E1	7.668452843E1
2.597142428E0	-5.291999817E1	-4.986000061E1	-2.519999886E1	7.695184084E1
2.607173294E0	-5.315999985E1	-5.009999847E1	-2.501999855E1	7.721396090E1
2.617204194E0	-5.315999985E1	-4.991999817E1	-2.526000023E1	7.717551045E1
2.627235060E0	-5.357999802E1	-4.986000061E1	-2.501999855E1	7.734879557E1
2.637299326E0	-5.357999802E1	-4.979999924E1	-2.484000015E1	7.725206611E1
2.647363526E0	-5.352000046E1	-4.943999863E1	-2.501999855E1	7.703703162E1
2.657427726E0	-5.339999771E1	-4.979999924E1	-2.471999931E1	7.708876731E1
2.667491892E0	-5.309999847E1	-4.979999924E1	-2.477999878E1	7.690057283E1
2.677556092E0	-5.291999817E1	-4.979999924E1	-2.465999985E1	7.673774640E1
2.687620292E0	-5.327999878E1	-4.979999924E1	-2.471999931E1	7.700569174E1
2.697684492E0	-5.345999908E1	-4.997999954E1	-2.513999939E1	7.738211309E1
2.707748725E0	-5.369999695E1	-4.997999954E1	-2.526000023E1	7.758709711E1
2.717812925E0	-5.400000000E1	-5.003999710E1	-2.495999908E1	7.773675362E1
2.727877158E0	-5.352000046E1	-4.986000061E1	-2.531999969E1	7.740486092E1
2.737938824E0	-5.345999908E1	-4.955999756E1	-2.543999863E1	7.720983351E1
2.748003057E0	-5.321999741E1	-4.961999893E1	-2.550000000E1	7.710228543E1
2.758067257E0	-5.286000061E1	-4.979999924E1	-2.568000031E1	7.703039663E1
2.768131457E0	-5.255999756E1	-4.991999817E1	-2.526000023E1	7.676344945E1
2.778195690E0	-5.207999802E1	-5.009999847E1	-2.442000008E1	7.628022315E1
2.788259890E0	-5.195999908E1	-5.034000015E1	-2.418000031E1	7.627994189E1
2.798357456E0	-5.225999832E1	-4.997999954E1	-2.429999924E1	7.628628803E1
2.808488322E0	-5.231999969E1	-5.003999710E1	-2.453999901E1	7.644341194E1
2.818619188E0	-5.268000031E1	-4.979999924E1	-2.531999969E1	7.678752985E1
2.828750054E0	-5.273999786E1	-4.950000000E1	-2.550000000E1	7.669424603E1
2.838880887E0	-5.231999969E1	-4.968000031E1	-2.537999916E1	7.648286838E1
2.849011687E0	-5.243999863E1	-4.955999756E1	-2.519999886E1	7.642765701E1
2.859142520E0	-5.250000000E1	-5.003999710E1	-2.519999886E1	7.678080002E1
2.869273386E0	-5.279999924E1	-5.003999710E1	-2.489999962E1	7.688856359E1
2.879404252E0	-5.243999863E1	-5.003999710E1	-2.489999962E1	7.664179504E1
2.889535118E0	-5.261999893E1	-5.027999878E1	-2.460000038E1	7.682514291E1
2.899632618E0	-5.225999832E1	-5.009999847E1	-2.411999893E1	7.630787391E1
2.909730151E0	-5.153999710E1	-5.063999939E1	-2.400000000E1	7.613659330E1
2.919827684E0	-5.202000046E1	-5.045999908E1	-2.423999977E1	7.641903915E1
2.929925217E0	-5.202000046E1	-5.052000046E1	-2.435999870E1	7.649680013E1
2.939989383E0	-5.177999878E1	-5.052000046E1	-2.405999947E1	7.623858796E1
2.950053683E0	-5.207999802E1	-5.039999771E1	-2.357999992E1	7.621353134E1
2.960151249E0	-5.225999832E1	-5.057999802E1	-2.273999977E1	7.620072974E1
2.970248815E0	-5.202000046E1	-5.039999771E1	-2.250000000E1	7.584517267E1
2.980379715E0	-5.219999695E1	-5.063999939E1	-2.268000031E1	7.618157017E1
2.990510581E0	-5.250000000E1	-5.021999741E1	-2.357999992E1	7.638268479E1
3.000641447E0	-5.237999725E1	-4.997999954E1	-2.453999901E1	7.644524850E1
3.010772280E0	-5.273999786E1	-4.973999786E1	-2.507999992E1	7.671102371E1
3.020936513E0	-5.279999924E1	-4.955999756E1	-2.531999969E1	7.671463786E1
3.031100679E0	-5.268000031E1	-4.950000000E1	-2.526000023E1	7.657349439E1
3.041264879E0	-5.268000031E1	-4.931999969E1	-2.484000015E1	7.631952836E1
3.051429045E0	-5.237999725E1	-4.943999863E1	-2.453999901E1	7.609329227E1
3.061593245E0	-5.291999817E1	-4.907999802E1	-2.484000015E1	7.633084579E1
3.071757411E0	-5.291999817E1	-4.943999863E1	-2.484000015E1	7.656281916E1
3.081921577E0	-5.291999817E1	-4.979999924E1	-2.453999901E1	7.669926780E1
3.092085810E0	-5.309999847E1	-4.955999756E1	-2.471999931E1	7.672601620E1
3.102216643E0	-5.268000031E1	-4.973999786E1	-2.471999931E1	7.655278039E1
3.112314176E0	-5.279999924E1	-5.003999710E1	-2.442000008E1	7.673446183E1
3.122411709E0	-5.273999786E1	-4.991999817E1	-2.484000015E1	7.674984820E1
3.132509242E0	-5.273999786E1	-5.034000015E1	-2.513999939E1	7.712096057E1
3.142606775E0	-5.291999817E1	-5.021999741E1	-2.484000015E1	7.706880013E1
3.152704075E0	-5.268000031E1	-5.009999847E1	-2.501999855E1	7.688428062E1
3.162801641E0	-5.268000031E1	-5.015999985E1	-2.501999855E1	7.692339270E1
3.172899174E0	-5.231999969E1	-5.015999985E1	-2.453999901E1	7.652201973E1
3.182996707E0	-5.237999725E1	-5.070000076E1	-2.453999901E1	7.691791560E1
3.193094240E0	-5.225999832E1	-5.057999802E1	-2.405999947E1	7.660500766E1
3.203225106E0	-5.207999802E1	-5.045999908E1	-2.400000000E1	7.638414561E1
3.213355972E0	-5.231999969E1	-5.057999802E1	-2.411999893E1	7.666480885E1
3.223486838E0	-5.243999863E1	-5.027999878E1	-2.423999977E1	7.658726606E1
3.233617704E0	-5.291999817E1	-5.009999847E1	-2.429999924E1	7.681813599E1
3.243748570E0	-5.291999817E1	-5.039999771E1	-2.460000038E1	7.710931198E1
3.253879336E0	-5.291999817E1	-5.015999985E1	-2.489999962E1	7.704908677E1
3.262861961E0	-5.250000000E1	-5.015999985E1	-2.477999878E1	7.672238216E1
3.272959461E0	-5.255999756E1	-5.070000076E1	-2.489999962E1	7.715603283E1
3.283023627E0	-5.297999954E1	-5.075999832E1	-2.447999954E1	7.734809732E1
3.293087860E0	-5.279999924E1	-5.105999756E1	-2.369999886E1	7.717935745E1
3.303152060E0	-5.327999878E1	-5.118000031E1	-2.387999916E1	7.764280431E1
3.313216293E0	-5.297999954E1	-5.070000076E1	-2.460000038E1	7.734681925E1
3.323247126E0	-5.231999969E1	-5.027999878E1	-2.531999969E1	7.685416729E1
3.333278026E0	-5.250000000E1	-4.986000061E1	-2.561999893E1	7.680269531E1
3.343308892E0	-5.237999725E1	-4.968000031E1	-2.579999924E1	7.666424527E1
3.353339758E0	-5.219999695E1	-4.950000000E1	-2.519999886E1	7.622420628E1
3.363370458E0	-5.261999893E1	-4.961999893E1	-2.471999931E1	7.643354596E1
3.373401358E0	-5.268000031E1	-5.015999985E1	-2.501999855E1	7.692339270E1
3.383432258E0	-5.286000061E1	-5.009999847E1	-2.453999901E1	7.685311355E1
3.393463091E0	-5.291999817E1	-5.063999939E1	-2.453999901E1	7.724731255E1
3.403493991E0	-5.273999786E1	-5.105999756E1	-2.429999924E1	7.732477409E1
