"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.446555754E0	-3.410272598E0	3.025324583E0	-8.337790489E0	9.502699525E0
3.456652120E0	-3.568317175E0	3.161778450E0	-8.216392517E0	9.499412425E0
3.466715453E0	-3.673681259E0	3.272382259E0	-8.080445290E0	9.460339091E0
3.476779119E0	-3.795563936E0	3.407441378E0	-7.954207897E0	9.449147348E0
3.486843085E0	-3.924211025E0	3.538018703E0	-7.802163124E0	9.422884799E0
3.496907351E0	-4.037669659E0	3.661647558E0	-7.691832542E0	9.427339337E0
3.506938584E0	-4.140609264E0	3.792710781E0	-7.585249901E0	9.437442249E0
3.516970150E0	-4.223419189E0	3.892620087E0	-7.430177689E0	9.391341825E0
3.527002016E0	-4.344160557E0	4.017379761E0	-7.314893246E0	9.408439524E0
3.537034182E0	-4.439493179E0	4.127736092E0	-7.185687065E0	9.401138417E0
3.547033315E0	-4.480368614E0	4.225880146E0	-7.045614243E0	9.358015066E0
3.557032515E0	-4.591185093E0	4.352690220E0	-6.926136971E0	9.380632497E0
3.567032048E0	-4.659325600E0	4.457781315E0	-6.820564270E0	9.386225347E0
3.577031881E0	-4.696799755E0	4.548109531E0	-6.681519985E0	9.348151559E0
3.587031981E0	-4.758507252E0	4.645418644E0	-6.557263851E0	9.339219178E0
3.597032414E0	-4.801606655E0	4.749583244E0	-6.445706844E0	9.336011150E0
3.607034147E0	-4.842570305E0	4.843926430E0	-6.352165699E0	9.341526614E0
3.617035180E0	-4.852625370E0	4.935562611E0	-6.243572235E0	9.321477647E0
3.627036513E0	-4.889174461E0	5.020980835E0	-6.144462109E0	9.320337444E0
3.637034079E0	-4.894887924E0	5.108563900E0	-6.045395374E0	9.306135511E0
3.647031679E0	-4.915102005E0	5.179167271E0	-5.980314255E0	9.313761857E0
3.657029212E0	-4.916369915E0	5.254230976E0	-5.896894455E0	9.303279019E0
3.667026778E0	-4.912954807E0	5.331333160E0	-5.802697182E0	9.286093516E0
3.677024311E0	-4.895111561E0	5.400846481E0	-5.736463070E0	9.275681563E0
3.687021877E0	-4.872398376E0	5.474722862E0	-5.650552750E0	9.254274836E0
3.697019410E0	-4.847287178E0	5.543473244E0	-5.609664440E0	9.257139068E0
3.707016976E0	-4.806891441E0	5.607910633E0	-5.553235054E0	9.240848801E0
3.717014542E0	-4.775945187E0	5.671607018E0	-5.468291759E0	9.212979613E0
3.727012108E0	-4.711312771E0	5.722437382E0	-5.412502766E0	9.178123109E0
3.737010774E0	-4.663248062E0	5.772443295E0	-5.373812675E0	9.162142039E0
3.747009107E0	-4.595431805E0	5.838121891E0	-5.333540916E0	9.145945517E0
3.757007840E0	-4.522339821E0	5.873765469E0	-5.262897015E0	9.091246516E0
3.767006240E0	-4.422243595E0	5.912781239E0	-5.185859680E0	9.022769032E0
3.777004340E0	-4.333129883E0	5.952629089E0	-5.210243225E0	9.019780603E0
