"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.864410474E0	3.203102946E-1	-5.155795813E-1	1.479351997E0	1.599031995E0
2.874474674E0	3.339728415E-1	-5.421119928E-1	1.482429504E0	1.613387897E0
2.884538874E0	2.333435267E-1	-7.738817930E-1	1.466086388E0	1.674142027E0
2.894603040E0	1.970426738E-2	-7.739822865E-1	1.618448257E0	1.794104679E0
2.904667240E0	-7.261800766E-1	-6.416407228E-1	1.522705078E0	1.804901957E0
2.914731473E0	-7.046660781E-1	-6.137858033E-1	1.257851601E0	1.566996472E0
2.924795673E0	-5.283078551E-1	-5.531347394E-1	1.300255775E0	1.508553052E0
2.934859906E0	-5.328684449E-1	-5.275384784E-1	1.297305107E0	1.498414551E0
2.944924106E0	-6.753710657E-2	5.585443974E-2	1.777468681E0	1.779628021E0
2.954988306E0	2.853845954E-1	2.394342422E-2	1.590215683E0	1.615798123E0
2.965052506E0	6.217675805E-1	-1.091335416E-1	1.468510628E0	1.598445657E0
2.975116706E0	8.446372747E-1	-3.406584859E-1	1.029229164E0	1.374326381E0
2.985180939E0	8.410336375E-1	-3.363178372E-1	1.028770447E0	1.370699055E0
2.995245139E0	7.127693295E-1	-6.833382845E-1	2.863216400E-1	1.028091149E0
3.005309372E0	5.443132520E-1	-8.792934418E-1	7.984161377E-3	1.034165180E0
3.015340205E0	5.890895128E-1	-8.663867712E-1	7.102966309E-3	1.047713197E0
3.024737438E0	-3.236196637E-1	-5.048838854E-1	-2.066650391E-1	6.343089648E-1
3.034768304E0	-4.391850233E-1	-3.243077993E-1	-1.635046005E-1	5.699059465E-1
3.044799204E0	-3.928017616E-2	-2.590829730E-1	-1.409311295E-1	2.975373966E-1
