"Time (s)"	"Magnetic Field x (µT)"	"Magnetic Field y (µT)"	"Magnetic Field z (µT)"	"Absolute field (µT)"
6.617232010E-1	-3.599999845E-1	2.135999870E1	-4.073999786E1	4.600137575E1
6.717208340E-1	-2.999999821E-1	2.189999962E1	-4.109999847E1	4.657155632E1
6.817184000E-1	-5.999999866E-2	2.189999962E1	-4.086000061E1	4.635896066E1
6.917159330E-1	-6.599999666E-1	2.213999939E1	-4.134000015E1	4.690000837E1
7.017134990E-1	-3.599999845E-1	2.237999916E1	-4.187999725E1	4.748608357E1
7.117110650E-1	-3.599999845E-1	2.279999924E1	-4.211999893E1	4.789638687E1
7.217086650E-1	-3.599999845E-1	2.310000038E1	-4.229999924E1	4.819781689E1
7.317062650E-1	-5.999999866E-2	2.273999977E1	-4.211999893E1	4.786653841E1
7.417038310E-1	-2.999999821E-1	2.255999947E1	-4.187999725E1	4.757076566E1
7.517013970E-1	-6.599999666E-1	2.237999916E1	-4.211999893E1	4.770109299E1
7.616989630E-1	-2.399999946E-1	2.219999886E1	-4.223999786E1	4.771912582E1
7.716965290E-1	-2.399999946E-1	2.243999863E1	-4.259999847E1	4.814946530E1
7.816940620E-1	-5.399999619E-1	2.243999863E1	-4.259999847E1	4.815189517E1
7.916916280E-1	-2.399999946E-1	2.268000031E1	-4.152000046E1	4.731120852E1
8.016891940E-1	-5.999999642E-1	2.297999954E1	-4.175999832E1	4.766904487E1
8.116867600E-1	-1.019999981E0	2.255999947E1	-4.145999908E1	4.721149754E1
8.216843260E-1	-5.999999642E-1	2.243999863E1	-4.127999878E1	4.698884801E1
8.316818260E-1	-7.199999690E-1	2.219999886E1	-4.187999725E1	4.740561696E1
8.416793590E-1	-5.999999642E-1	2.243999863E1	-4.139999771E1	4.709430272E1
8.516769250E-1	-2.399999946E-1	2.250000000E1	-4.097999954E1	4.675112793E1
8.616744910E-1	-1.799999923E-1	2.279999924E1	-4.121999741E1	4.710584413E1
8.716720570E-1	-1.199999973E-1	2.226000023E1	-4.091999817E1	4.658291812E1
8.816696230E-1	-2.399999946E-1	2.202000046E1	-4.109999847E1	4.662775884E1
8.916671890E-1	2.999999821E-1	2.207999992E1	-4.104000092E1	4.660362724E1
9.016647220E-1	5.999999866E-2	2.184000015E1	-4.079999924E1	4.627773919E1
9.116622880E-1	-4.199999869E-1	2.237999916E1	-4.091999817E1	4.664211630E1
9.216598210E-1	-6.599999666E-1	2.226000023E1	-4.073999786E1	4.642941563E1
9.316574210E-1	-1.559999943E0	2.243999863E1	-4.139999771E1	4.711631298E1
9.416549870E-1	-1.559999943E0	2.243999863E1	-4.170000076E1	4.738013510E1
9.516525530E-1	-8.999999762E-1	2.231999969E1	-4.181999969E1	4.741207400E1
9.616501190E-1	-7.799999714E-1	2.243999863E1	-4.193999863E1	4.757231782E1
9.716475850E-1	-6.599999666E-1	2.226000023E1	-4.139999771E1	4.700960562E1
9.816451510E-1	-9.599999785E-1	2.261999893E1	-4.152000046E1	4.729161014E1
9.916427170E-1	-1.319999933E0	2.250000000E1	-4.145999908E1	4.719029481E1
1.001640283E0	-1.019999981E0	2.243999863E1	-4.157999802E1	4.725981563E1
1.011637816E0	-7.799999714E-1	2.285999870E1	-4.187999725E1	4.771920065E1
1.021635349E0	-4.799999893E-1	2.255999947E1	-4.109999847E1	4.688703286E1
1.031632882E0	-2.999999821E-1	2.261999893E1	-4.145999908E1	4.723013737E1
1.041630415E0	-7.799999714E-1	2.255999947E1	-4.134000015E1	4.710156673E1
1.051627981E0	-1.079999924E0	2.255999947E1	-4.157999802E1	4.731824395E1
1.061625514E0	-1.019999981E0	2.285999870E1	-4.200000000E1	4.782907004E1
1.071623080E0	-1.199999928E0	2.292000008E1	-4.200000000E1	4.786195152E1
1.081620613E0	-5.999999642E-1	2.315999985E1	-4.193999863E1	4.791355839E1
1.091618179E0	-2.999999821E-1	2.297999954E1	-4.152000046E1	4.745609357E1
1.101615712E0	1.199999973E-1	2.285999870E1	-4.145999908E1	4.734475119E1
1.111613245E0	1.799999923E-1	2.273999977E1	-4.109999847E1	4.697179860E1
1.121610811E0	-1.799999923E-1	2.250000000E1	-4.109999847E1	4.685608044E1
1.131608377E0	-2.999999821E-1	2.279999924E1	-4.091999817E1	4.684416949E1
1.141605943E0	-4.799999893E-1	2.292000008E1	-4.091999817E1	4.690419015E1
1.151603476E0	-5.399999619E-1	2.310000038E1	-4.139999771E1	4.741161702E1
1.161601042E0	-2.399999946E-1	2.310000038E1	-4.139999771E1	4.740914920E1
1.171598575E0	-4.799999893E-1	2.279999924E1	-4.247999954E1	4.821432076E1
1.181596141E0	-5.399999619E-1	2.315999985E1	-4.271999741E1	4.859707163E1
1.191593674E0	-5.399999619E-1	2.345999908E1	-4.236000061E1	4.842553881E1
1.201591240E0	-7.199999690E-1	2.376000023E1	-4.211999893E1	4.836476322E1
1.211588806E0	-2.999999821E-1	2.369999886E1	-4.121999741E1	4.754858707E1
1.221586372E0	-2.399999946E-1	2.357999992E1	-4.134000015E1	4.759274744E1
1.231583905E0	-5.999999866E-2	2.357999992E1	-4.157999802E1	4.780079739E1
1.241581471E0	1.799999923E-1	2.310000038E1	-4.175999832E1	4.772357779E1
1.251579037E0	-1.199999973E-1	2.321999931E1	-4.175999832E1	4.778158880E1
1.261576570E0	-3.599999845E-1	2.303999901E1	-4.241999817E1	4.827450050E1
1.271574136E0	-4.799999893E-1	2.279999924E1	-4.205999756E1	4.784468372E1
1.281571702E0	-1.079999924E0	2.297999954E1	-4.218000031E1	4.804580319E1
1.291569235E0	-1.079999924E0	2.285999870E1	-4.223999786E1	4.804126726E1
1.301566801E0	-7.199999690E-1	2.243999863E1	-4.091999817E1	4.667459896E1
1.311564367E0	-7.199999690E-1	2.237999916E1	-4.109999847E1	4.680376734E1
1.321561933E0	0.000000000E0	2.213999939E1	-4.086000061E1	4.647277938E1
1.331559466E0	2.399999946E-1	2.243999863E1	-4.121999741E1	4.693292367E1
1.341557032E0	1.199999973E-1	2.231999969E1	-4.175999832E1	4.735075761E1
1.351554565E0	2.399999946E-1	2.189999962E1	-4.121999741E1	4.667714397E1
1.361552131E0	-5.999999866E-2	2.177999878E1	-4.086000061E1	4.630239299E1
1.371549697E0	2.399999946E-1	2.142000008E1	-4.007999802E1	4.544535448E1
1.381547263E0	1.799999923E-1	2.160000038E1	-4.002000046E1	4.547738837E1
1.391544829E0	5.399999619E-1	2.147999954E1	-3.971999741E1	4.515927562E1
1.401542395E0	5.999999642E-1	2.135999870E1	-3.977999878E1	4.515592815E1
1.411539961E0	4.199999869E-1	2.111999893E1	-3.959999847E1	4.488196335E1
1.421537494E0	4.799999893E-1	2.069999886E1	-3.911999893E1	4.426166139E1
1.431535060E0	2.999999821E-1	2.123999977E1	-4.007999802E1	4.536114892E1
1.441532593E0	-5.999999866E-2	2.160000038E1	-4.020000076E1	4.563555278E1
1.451530159E0	-2.399999946E-1	2.219999886E1	-4.104000092E1	4.666025315E1
1.461527725E0	-2.999999821E-1	2.261999893E1	-4.157999802E1	4.733551084E1
1.471525291E0	-5.399999619E-1	2.226000023E1	-4.097999954E1	4.663860603E1
1.481522891E0	-2.399999946E-1	2.250000000E1	-4.163999939E1	4.733072099E1
1.491520457E0	-5.999999866E-2	2.255999947E1	-4.157999802E1	4.730595534E1
1.501518023E0	0.000000000E0	2.255999947E1	-4.145999908E1	4.720047775E1
1.511515556E0	2.399999946E-1	2.273999977E1	-4.152000046E1	4.734000029E1
1.521513122E0	-5.999999866E-2	2.243999863E1	-4.086000061E1	4.661648623E1
1.531510655E0	-5.999999866E-2	2.231999969E1	-4.086000061E1	4.655884058E1
1.541508188E0	-2.399999946E-1	2.237999916E1	-4.086000061E1	4.658821323E1
1.551505754E0	-2.999999821E-1	2.261999893E1	-4.115999985E1	4.696700905E1
1.561503320E0	-4.799999893E-1	2.315999985E1	-4.181999969E1	4.780719995E1
1.571501820E0	-2.999999821E-1	2.292000008E1	-4.170000076E1	4.758472935E1
1.581499353E0	-1.199999973E-1	2.334000015E1	-4.181999969E1	4.789240422E1
1.591496919E0	-3.599999845E-1	2.321999931E1	-4.187999725E1	4.788770341E1
1.601494452E0	0.000000000E0	2.292000008E1	-4.170000076E1	4.758378366E1
1.611492018E0	-5.999999866E-2	2.297999954E1	-4.193999863E1	4.782308505E1
1.621489584E0	-4.799999893E-1	2.243999863E1	-4.236000061E1	4.793906121E1
1.631487150E0	-8.999999762E-1	2.237999916E1	-4.254000092E1	4.807625235E1
1.641484716E0	-9.599999785E-1	2.213999939E1	-4.277999878E1	4.817913935E1
1.651482282E0	-1.259999990E0	2.231999969E1	-4.289999771E1	4.837540480E1
1.661479848E0	-1.259999990E0	2.285999870E1	-4.271999741E1	4.846818873E1
1.671476981E0	-1.199999928E0	2.285999870E1	-4.254000092E1	4.830808647E1
1.681474547E0	-7.799999714E-1	2.310000038E1	-4.223999786E1	4.815013850E1
1.691472080E0	-5.399999619E-1	2.339999962E1	-4.187999725E1	4.797692937E1
1.701469646E0	-2.999999821E-1	2.310000038E1	-4.163999939E1	4.761921426E1
1.711467212E0	3.599999845E-1	2.243999863E1	-4.109999847E1	4.682833558E1
1.721464778E0	-1.199999973E-1	2.231999969E1	-4.134000015E1	4.698076627E1
1.731462344E0	5.999999866E-2	2.177999878E1	-4.121999741E1	4.662038323E1
1.741459910E0	-2.999999821E-1	2.184000015E1	-4.134000015E1	4.675544053E1
1.751457476E0	-5.999999642E-1	2.268000031E1	-4.187999725E1	4.763062653E1
1.761455009E0	-3.599999845E-1	2.292000008E1	-4.157999802E1	4.748001936E1
1.771452575E0	-1.019999981E0	2.292000008E1	-4.211999893E1	4.796312243E1
1.781450075E0	-1.199999928E0	2.297999954E1	-4.241999817E1	4.825947185E1
1.791447641E0	-1.019999981E0	2.303999901E1	-4.254000092E1	4.838939586E1
1.801445207E0	-1.199999928E0	2.303999901E1	-4.247999954E1	4.834078935E1
1.811442773E0	-7.799999714E-1	2.303999901E1	-4.205999756E1	4.796345847E1
1.821440339E0	-1.199999973E-1	2.292000008E1	-4.163999939E1	4.753136178E1
1.831437905E0	-2.399999946E-1	2.297999954E1	-4.145999908E1	4.740326469E1
1.841435471E0	-2.999999821E-1	2.285999870E1	-4.181999969E1	4.766111534E1
1.851433004E0	-4.199999869E-1	2.327999878E1	-4.200000000E1	4.802223176E1
1.861430570E0	-7.799999714E-1	2.321999931E1	-4.200000000E1	4.799767461E1
1.871427170E0	-5.999999642E-1	2.310000038E1	-4.193999863E1	4.788458523E1
1.881424736E0	-6.599999666E-1	2.303999901E1	-4.170000076E1	4.764627182E1
1.891422302E0	-7.799999714E-1	2.285999870E1	-4.157999802E1	4.745612896E1
1.901419868E0	-6.599999666E-1	2.292000008E1	-4.181999969E1	4.769354650E1
1.911417434E0	-1.019999981E0	2.243999863E1	-4.157999802E1	4.725981563E1
1.921414967E0	-1.019999981E0	2.243999863E1	-4.139999771E1	4.710152597E1
1.931412533E0	-7.199999690E-1	2.213999939E1	-4.181999969E1	4.732452163E1
1.941410066E0	-1.019999981E0	2.250000000E1	-4.181999969E1	4.749950289E1
1.951407632E0	-3.599999845E-1	2.250000000E1	-4.223999786E1	4.786018198E1
1.961405198E0	-5.999999866E-2	2.285999870E1	-4.254000092E1	4.829321711E1
1.971403164E0	-4.199999869E-1	2.339999962E1	-4.218000031E1	4.823783585E1
1.981400764E0	-3.599999845E-1	2.310000038E1	-4.193999863E1	4.788217938E1
1.991398330E0	-5.999999642E-1	2.334000015E1	-4.205999756E1	4.810570654E1
2.001430330E0	-9.599999785E-1	2.279999924E1	-4.181999969E1	4.764109507E1
2.011461196E0	-8.999999762E-1	2.237999916E1	-4.218000031E1	4.775800235E1
2.021492096E0	-1.199999928E0	2.237999916E1	-4.218000031E1	4.776459764E1
2.031522962E0	-1.559999943E0	2.226000023E1	-4.163999939E1	4.724225608E1
2.041553862E0	-1.319999933E0	2.261999893E1	-4.175999832E1	4.751109567E1
2.051584728E0	-1.500000000E0	2.243999863E1	-4.097999954E1	4.674573671E1
2.061615628E0	-1.259999990E0	2.261999893E1	-4.104000092E1	4.687785860E1
2.071646528E0	-8.399999738E-1	2.261999893E1	-4.134000015E1	4.713136497E1
2.081677428E0	-6.599999666E-1	2.292000008E1	-4.157999802E1	4.748324166E1
2.091708328E0	-5.399999619E-1	2.334000015E1	-4.211999893E1	4.815746585E1
2.101739194E0	-4.199999869E-1	2.339999962E1	-4.200000000E1	4.808051978E1
2.111770094E0	-4.199999869E-1	2.387999916E1	-4.170000076E1	4.805539328E1
2.121800960E0	-2.999999821E-1	2.292000008E1	-4.091999817E1	4.690269346E1
2.131831860E0	2.999999821E-1	2.255999947E1	-4.073999786E1	4.657028024E1
2.141862760E0	7.199999690E-1	2.165999985E1	-4.013999939E1	4.561681208E1
2.151893660E0	7.199999690E-1	2.142000008E1	-4.031999969E1	4.566220733E1
2.161924526E0	5.999999866E-2	2.171999931E1	-4.091999817E1	4.632718662E1
2.171955426E0	-4.199999869E-1	2.171999931E1	-4.097999954E1	4.638205615E1
2.181986326E0	-7.199999690E-1	2.237999916E1	-4.187999725E1	4.749017722E1
2.192017192E0	-6.599999666E-1	2.219999886E1	-4.187999725E1	4.740474363E1
2.202048092E0	2.399999946E-1	2.195999908E1	-4.193999863E1	4.734197550E1
2.212078958E0	4.199999869E-1	2.184000015E1	-4.170000076E1	4.707496224E1
2.222109858E0	7.199999690E-1	2.147999954E1	-4.104000092E1	4.632699489E1
2.232140724E0	9.599999785E-1	2.100000000E1	-4.050000000E1	4.563081853E1
2.242171624E0	5.999999866E-2	2.100000000E1	-3.977999878E1	4.498279563E1
2.252202490E0	2.999999821E-1	2.087999916E1	-3.959999847E1	4.476856312E1
2.262233356E0	2.399999946E-1	2.087999916E1	-4.002000046E1	4.514014180E1
2.272264256E0	5.999999866E-2	2.123999977E1	-4.043999863E1	4.567860198E1
2.282295122E0	-5.999999866E-2	2.189999962E1	-4.121999741E1	4.667656553E1
2.292326022E0	-4.799999893E-1	2.243999863E1	-4.200000000E1	4.762125511E1
2.302322455E0	-1.139999986E0	2.273999977E1	-4.205999756E1	4.782729957E1
2.312320021E0	-1.319999933E0	2.297999954E1	-4.241999817E1	4.826260481E1
2.322317554E0	-1.379999995E0	2.273999977E1	-4.193999863E1	4.772814133E1
2.332315120E0	-1.439999938E0	2.279999924E1	-4.163999939E1	4.749529571E1
2.342312686E0	-8.399999738E-1	2.279999924E1	-4.157999802E1	4.742828060E1
2.352310252E0	-1.199999928E0	2.285999870E1	-4.121999741E1	4.714984334E1
2.362307818E0	-9.599999785E-1	2.237999916E1	-4.097999954E1	4.670274430E1
2.372305351E0	-5.999999642E-1	2.202000046E1	-4.086000061E1	4.641960868E1
2.382302984E0	-4.799999893E-1	2.147999954E1	-4.031999969E1	4.568723187E1
2.392300517E0	2.399999946E-1	2.111999893E1	-4.013999939E1	4.535781637E1
2.402298083E0	5.999999642E-1	2.129999924E1	-4.002000046E1	4.533928103E1
2.412295616E0	5.399999619E-1	2.142000008E1	-3.971999741E1	4.513076774E1
2.422293182E0	6.599999666E-1	2.189999962E1	-3.989999771E1	4.551983524E1
2.432290748E0	5.999999866E-2	2.237999916E1	-4.031999969E1	4.611475185E1
2.442288281E0	-2.399999946E-1	2.279999924E1	-4.091999817E1	4.684382366E1
2.452285847E0	-4.799999893E-1	2.315999985E1	-4.152000046E1	4.754499375E1
2.462283413E0	-7.199999690E-1	2.327999878E1	-4.163999939E1	4.771128056E1
2.472280979E0	-5.399999619E-1	2.285999870E1	-4.152000046E1	4.740022762E1
2.482278512E0	-5.399999619E-1	2.268000031E1	-4.127999878E1	4.710320916E1
2.492276078E0	-6.599999666E-1	2.250000000E1	-4.121999741E1	4.696566603E1
2.502273644E0	-9.599999785E-1	2.243999863E1	-4.121999741E1	4.694212740E1
2.512271210E0	-1.199999928E0	2.261999893E1	-4.134000015E1	4.713915532E1
2.522268776E0	-1.019999981E0	2.279999924E1	-4.145999908E1	4.732665094E1
2.532266342E0	-7.199999690E-1	2.255999947E1	-4.134000015E1	4.710061134E1
2.542263908E0	-6.599999666E-1	2.231999969E1	-4.157999802E1	4.719654883E1
2.552261474E0	-6.599999666E-1	2.268000031E1	-4.175999832E1	4.752594527E1
2.562259040E0	-9.599999785E-1	2.255999947E1	-4.193999863E1	4.763232789E1
2.572256573E0	-1.319999933E0	2.268000031E1	-4.223999786E1	4.796188313E1
2.582254106E0	-1.319999933E0	2.273999977E1	-4.223999786E1	4.799028453E1
2.592251639E0	-8.999999762E-1	2.231999969E1	-4.229999924E1	4.783599400E1
2.602249205E0	-9.599999785E-1	2.207999992E1	-4.205999756E1	4.751306548E1
2.612246771E0	-6.599999666E-1	2.226000023E1	-4.229999924E1	4.780411222E1
2.622244337E0	-2.999999821E-1	2.243999863E1	-4.247999954E1	4.804366659E1
2.632241903E0	-1.799999923E-1	2.213999939E1	-4.181999969E1	4.731938659E1
2.642239436E0	-1.799999923E-1	2.207999992E1	-4.205999756E1	4.750370713E1
2.652237002E0	-4.199999869E-1	2.189999962E1	-4.175999832E1	4.715595236E1
2.662234535E0	-1.019999981E0	2.189999962E1	-4.157999802E1	4.700581473E1
2.672232135E0	-1.439999938E0	2.243999863E1	-4.218000031E1	4.779936782E1
2.682262935E0	-1.199999928E0	2.279999924E1	-4.193999863E1	4.775189473E1
2.692293835E0	-1.019999981E0	2.315999985E1	-4.181999969E1	4.781567073E1
2.702324701E0	-5.999999642E-1	2.310000038E1	-4.193999863E1	4.788458523E1
2.712355601E0	-5.399999619E-1	2.327999878E1	-4.175999832E1	4.781367381E1
2.722386467E0	-6.599999666E-1	2.327999878E1	-4.175999832E1	4.781517963E1
2.732417333E0	-8.399999738E-1	2.292000008E1	-4.127999878E1	4.722362018E1
2.742448233E0	-7.199999690E-1	2.273999977E1	-4.091999817E1	4.681957112E1
2.752479099E0	-5.999999642E-1	2.237999916E1	-4.086000061E1	4.659145858E1
2.762509999E0	-5.999999642E-1	2.213999939E1	-4.115999985E1	4.674061575E1
2.772540865E0	-3.599999845E-1	2.207999992E1	-4.139999771E1	4.692137900E1
2.782571765E0	-9.599999785E-1	2.237999916E1	-4.139999771E1	4.707170884E1
2.792602631E0	-1.379999995E0	2.255999947E1	-4.152000046E1	4.727333724E1
2.802633531E0	-1.259999990E0	2.243999863E1	-4.175999832E1	4.742402975E1
2.812664397E0	-1.139999986E0	2.268000031E1	-4.175999832E1	4.753503417E1
2.822695263E0	-5.399999619E-1	2.226000023E1	-4.181999969E1	4.737838732E1
2.832726163E0	0.000000000E0	2.202000046E1	-4.163999939E1	4.710382118E1
2.842757029E0	4.799999893E-1	2.213999939E1	-4.127999878E1	4.684493860E1
2.852787929E0	5.999999866E-2	2.243999863E1	-4.163999939E1	4.730165629E1
2.862818829E0	0.000000000E0	2.297999954E1	-4.181999969E1	4.771784523E1
2.872849729E0	0.000000000E0	2.310000038E1	-4.205999756E1	4.798597099E1
2.882880595E0	-4.799999893E-1	2.334000015E1	-4.175999832E1	4.784227698E1
2.892911495E0	-7.199999690E-1	2.315999985E1	-4.187999725E1	4.786270117E1
2.902942395E0	-9.599999785E-1	2.297999954E1	-4.175999832E1	4.767493512E1
2.912973261E0	-8.999999762E-1	2.310000038E1	-4.175999832E1	4.773172401E1
2.923004161E0	-1.139999986E0	2.292000008E1	-4.218000031E1	4.801852173E1
2.933035027E0	-7.199999690E-1	2.250000000E1	-4.223999786E1	4.786424364E1
2.943065927E0	-1.799999923E-1	2.177999878E1	-4.163999939E1	4.699244935E1
2.953096793E0	1.199999973E-1	2.135999870E1	-4.104000092E1	4.626603095E1
2.963127693E0	4.799999893E-1	2.081999969E1	-4.007999802E1	4.516756611E1
2.973158526E0	5.999999642E-1	2.081999969E1	-3.881999969E1	4.405479274E1
2.983156092E0	1.199999973E-1	2.100000000E1	-3.881999969E1	4.413622975E1
2.993153658E0	-1.199999973E-1	2.100000000E1	-3.881999969E1	4.413622975E1
3.003151224E0	-5.999999866E-2	2.135999870E1	-3.959999847E1	4.499347757E1
3.013148824E0	-5.999999866E-2	2.165999985E1	-4.020000076E1	4.566398203E1
3.023146390E0	-2.399999946E-1	2.207999992E1	-4.086000061E1	4.644484521E1
3.033143956E0	-4.199999869E-1	2.261999893E1	-4.139999771E1	4.717839084E1
3.043141489E0	-4.199999869E-1	2.279999924E1	-4.079999924E1	4.674030705E1
3.053139055E0	-2.999999821E-1	2.226000023E1	-4.055999756E1	4.626781832E1
3.063136588E0	1.799999923E-1	2.202000046E1	-4.007999802E1	4.573094205E1
3.073134188E0	5.399999619E-1	2.135999870E1	-3.959999847E1	4.499667792E1
3.082836983E0	4.799999893E-1	2.153999901E1	-4.037999725E1	4.576839669E1
3.092834549E0	1.799999923E-1	2.219999886E1	-4.091999817E1	4.655446917E1
3.102832082E0	-5.999999866E-2	2.226000023E1	-4.109999847E1	4.674100004E1
3.112829648E0	-7.799999714E-1	2.303999901E1	-4.175999832E1	4.770060182E1
3.122827214E0	-7.799999714E-1	2.219999886E1	-4.145999908E1	4.703594236E1
3.132824747E0	-1.079999924E0	2.226000023E1	-4.181999969E1	4.738761847E1
3.142822313E0	-1.259999990E0	2.195999908E1	-4.139999771E1	4.688058202E1
3.152819846E0	-1.799999923E-1	2.100000000E1	-4.025999832E1	4.540814756E1
3.162817379E0	5.999999866E-2	2.105999947E1	-3.977999878E1	4.501083737E1
3.172814945E0	7.799999714E-1	2.039999962E1	-3.918000031E1	4.417964246E1
3.182812511E0	1.259999990E0	2.093999863E1	-3.893999863E1	4.423115006E1
3.192810077E0	5.999999642E-1	2.177999878E1	-3.977999878E1	4.535610929E1
3.202807643E0	-1.199999973E-1	2.231999969E1	-4.043999863E1	4.619080293E1
3.212805209E0	-5.999999642E-1	2.297999954E1	-4.104000092E1	4.703957965E1
3.222802742E0	-1.259999990E0	2.268000031E1	-4.218000031E1	4.790743616E1
