"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.718551299E1	1.436564885E-2	-1.460507661E-1	9.842864037E0	9.843958027E0
1.718751432E1	1.436564885E-2	-1.388679445E-1	9.833286285E0	9.834277292E0
1.718951592E1	1.915419847E-2	-1.268965602E-1	9.830892563E0	9.831730173E0
1.719151726E1	1.197137404E-2	-1.316851079E-1	9.840469360E0	9.841357707E0
1.719351859E1	7.182824425E-3	-1.460507661E-1	9.842864037E0	9.843950166E0
1.719552019E1	7.182824425E-3	-1.436564922E-1	9.840469360E0	9.841520513E0
1.719752152E1	1.915419847E-2	-1.364736706E-1	9.852440834E0	9.853404606E0
1.719952262E1	2.394274808E-2	-1.340793967E-1	9.840469360E0	9.841411879E0
1.720152309E1	2.873129770E-2	-1.388679445E-1	9.833286285E0	9.834308769E0
1.720352735E1	3.830839694E-2	-1.412622184E-1	9.857229233E0	9.858315814E0
1.720552892E1	1.436564885E-2	-1.508393139E-1	9.833286285E0	9.834453622E0
1.720752999E1	7.182824425E-3	-1.412622184E-1	9.828497887E0	9.829515620E0
1.720953082E1	1.197137404E-2	-1.556278616E-1	9.835680962E0	9.836919402E0
1.721153372E1	2.633702382E-2	-1.484450400E-1	9.830892563E0	9.832048523E0
1.721353265E1	2.873129770E-2	-1.484450400E-1	9.835680962E0	9.836843060E0
1.721554015E1	3.112557158E-2	-1.388679445E-1	9.830892563E0	9.831922584E0
1.721754152E1	2.633702382E-2	-1.508393139E-1	9.821314812E0	9.822508375E0
1.721954262E1	3.112557158E-2	-1.556278616E-1	9.833286285E0	9.834566996E0
1.722153982E1	1.675992459E-2	-1.532335877E-1	9.830892563E0	9.832100997E0
1.722354092E1	2.394274808E-2	-1.340793967E-1	9.818921089E0	9.819865676E0
1.722554225E1	1.675992459E-2	-1.221080124E-1	9.830892563E0	9.831665161E0
1.722754358E1	7.182824425E-3	-1.221080124E-1	9.830892563E0	9.831653500E0
1.722954628E1	-1.915419847E-2	-1.245022863E-1	9.842864037E0	9.843670055E0
1.723154762E1	1.436564885E-2	-1.412622184E-1	9.830892563E0	9.831917919E0
1.723354838E1	1.197137404E-2	-1.388679445E-1	9.850046158E0	9.851032277E0
1.723554975E1	1.197137404E-2	-1.245022863E-1	9.852440834E0	9.853234724E0
1.723754945E1	1.436564885E-2	-1.388679445E-1	9.862017632E0	9.863005751E0
1.723955078E1	1.915419847E-2	-1.412622184E-1	9.854835510E0	9.855866519E0
1.724155088E1	2.154847234E-2	-1.484450400E-1	9.840469360E0	9.841612546E0
1.724355222E1	7.182824425E-3	-1.412622184E-1	9.830892563E0	9.831910048E0
1.724554835E1	1.197137404E-2	-1.292908341E-1	9.835680962E0	9.836537979E0
1.724754971E1	2.394274808E-2	-1.340793967E-1	9.830892563E0	9.831836000E0
1.724955105E1	2.154847234E-2	-1.412622184E-1	9.833286285E0	9.834324508E0
1.725155238E1	1.915419847E-2	-1.460507661E-1	9.840469360E0	9.841571772E0
1.725355375E1	-9.577099234E-3	-1.556278616E-1	9.847652435E0	9.848886751E0
1.725555508E1	-1.197137404E-2	-1.460507661E-1	9.847652435E0	9.848742693E0
1.725755618E1	0.000000000E0	-1.436564922E-1	9.838075638E0	9.839124425E0
1.725956421E1	2.873129770E-2	-1.460507661E-1	9.842864037E0	9.843989474E0
1.726156554E1	3.112557158E-2	-1.460507661E-1	9.845257759E0	9.846390200E0
1.726356645E1	2.154847234E-2	-1.412622184E-1	9.847652435E0	9.848689143E0
1.726556781E1	1.436564885E-2	-1.412622184E-1	9.842864037E0	9.843888146E0
1.726756968E1	9.577099234E-3	-1.316851079E-1	9.852440834E0	9.853325483E0
1.726957101E1	2.394274808E-3	-1.436564922E-1	9.857229233E0	9.858276273E0
1.727157298E1	4.788549617E-3	-1.436564922E-1	9.850046158E0	9.851094834E0
1.727357431E1	2.394274808E-3	-1.388679445E-1	9.842864037E0	9.843843887E0
1.727556924E1	1.197137404E-2	-1.460507661E-1	9.818921089E0	9.820014536E0
1.727757058E1	1.675992459E-2	-1.436564922E-1	9.826104164E0	9.827168520E0
1.727957214E1	1.915419847E-2	-1.484450400E-1	9.833286285E0	9.834425351E0
1.728157347E1	1.197137404E-2	-1.484450400E-1	9.845257759E0	9.846384087E0
1.728357494E1	-4.788549617E-3	-1.364736706E-1	9.838075638E0	9.839023338E0
1.728557604E1	0.000000000E0	-1.340793967E-1	9.845257759E0	9.846170709E0
1.728757741E1	4.788549617E-3	-1.580221355E-1	9.847652435E0	9.848921383E0
1.728957261E1	7.182824425E-3	-1.580221355E-1	9.847652435E0	9.848922838E0
1.729157394E1	-2.394274808E-3	-1.532335877E-1	9.864412308E0	9.865602690E0
1.729357530E1	-1.197137404E-2	-1.604164094E-1	9.854835510E0	9.856148318E0
1.729557694E1	2.394274808E-3	-1.532335877E-1	9.854835510E0	9.856027049E0
1.729757850E1	1.675992459E-2	-1.484450400E-1	9.854835510E0	9.855967723E0
1.729957987E1	1.675992459E-2	-1.460507661E-1	9.852440834E0	9.853537543E0
1.730158120E1	2.394274808E-3	-1.364736706E-1	9.842864037E0	9.843810402E0
1.730358234E1	4.788549617E-3	-1.340793967E-1	9.862017632E0	9.862930192E0
1.730558904E1	-9.577099234E-3	-1.460507661E-1	9.835680962E0	9.836769923E0
1.730759037E1	-9.577099234E-3	-1.508393139E-1	9.828497887E0	9.829659960E0
1.730959180E1	0.000000000E0	-1.604164094E-1	9.833286285E0	9.834594684E0
1.731159317E1	4.788549617E-3	-1.580221355E-1	9.826104164E0	9.827375894E0
1.731359450E1	0.000000000E0	-1.436564922E-1	9.847652435E0	9.848700202E0
1.731559583E1	0.000000000E0	-1.268965602E-1	9.857229233E0	9.858045997E0
1.731759717E1	-7.182824425E-3	-1.364736706E-1	9.833286285E0	9.834235905E0
1.731959207E1	0.000000000E0	-1.340793967E-1	9.830892563E0	9.831806847E0
1.732159407E1	1.197137404E-2	-1.436564922E-1	9.842864037E0	9.843919593E0
1.732359293E1	2.154847234E-2	-1.460507661E-1	9.828497887E0	9.829606598E0
1.732559427E1	2.394274808E-2	-1.436564922E-1	9.838075638E0	9.839153556E0
1.732759533E1	1.915419847E-2	-1.460507661E-1	9.852440834E0	9.853541906E0
1.732959703E1	3.591412306E-2	-1.436564922E-1	9.859623909E0	9.860735806E0
1.733159620E1	3.112557158E-2	-1.412622184E-1	9.866806030E0	9.867866287E0
1.733359753E1	7.182824425E-3	-1.508393139E-1	9.854835510E0	9.855992442E0
1.733559913E1	1.197137404E-2	-1.508393139E-1	9.828497887E0	9.829662584E0
1.733760120E1	2.394274808E-3	-1.412622184E-1	9.847652435E0	9.848665861E0
1.733960253E1	7.182824425E-3	-1.364736706E-1	9.840469360E0	9.841418286E0
1.734160576E1	2.154847234E-2	-1.556278616E-1	9.830892563E0	9.832147932E0
1.734360723E1	1.915419847E-2	-1.388679445E-1	9.823709488E0	9.824709629E0
1.734560880E1	7.182824425E-3	-1.316851079E-1	9.838075638E0	9.838959539E0
1.734761013E1	1.436564885E-2	-1.268965602E-1	9.838075638E0	9.838904480E0
1.734961146E1	2.154847234E-2	-1.388679445E-1	9.852440834E0	9.853443004E0
1.735161279E1	1.197137404E-2	-1.316851079E-1	9.852440834E0	9.853328101E0
1.735361446E1	-4.788549617E-3	-1.340793967E-1	9.850046158E0	9.850959828E0
1.735561549E1	1.675992459E-2	-1.388679445E-1	9.842864037E0	9.843857864E0
1.735761659E1	7.182824425E-3	-1.340793967E-1	9.840469360E0	9.841385376E0
1.735961793E1	7.182824425E-3	-1.460507661E-1	9.826104164E0	9.827192145E0
1.736161926E1	1.915419847E-2	-1.436564922E-1	9.840469360E0	9.841536532E0
1.736362082E1	3.112557158E-2	-1.388679445E-1	9.835680962E0	9.836710481E0
1.736561659E1	3.351984918E-2	-1.340793967E-1	9.835680962E0	9.836651912E0
1.736762229E1	2.154847234E-2	-1.292908341E-1	9.838075638E0	9.838948761E0
1.736962356E1	2.154847234E-2	-1.460507661E-1	9.821314812E0	9.822424334E0
1.737162489E1	2.154847234E-2	-1.460507661E-1	9.833286285E0	9.834394457E0
1.737362622E1	1.197137404E-2	-1.460507661E-1	9.833286285E0	9.834378135E0
1.737562759E1	2.394274808E-3	-1.508393139E-1	9.842864037E0	9.844020046E0
1.737762919E1	-4.788549617E-3	-1.460507661E-1	9.852440834E0	9.853524453E0
1.737963139E1	7.182824425E-3	-1.316851079E-1	9.840469360E0	9.841353047E0
1.738163209E1	9.577099234E-3	-1.412622184E-1	9.845257759E0	9.846275797E0
1.738363319E1	7.182824425E-3	-1.508393139E-1	9.852440834E0	9.853598047E0
1.738563452E1	-4.788549617E-3	-1.556278616E-1	9.862017632E0	9.863246663E0
1.738763562E1	-4.788549617E-3	-1.316851079E-1	9.862017632E0	9.862897934E0
1.738963662E1	4.788549617E-3	-1.388679445E-1	9.859623909E0	9.860602967E0
1.739163796E1	7.182824425E-3	-1.412622184E-1	9.850046158E0	9.851061665E0
1.739363932E1	7.182824425E-3	-1.460507661E-1	9.842864037E0	9.843950166E0
1.739564065E1	1.197137404E-2	-1.604164094E-1	9.850046158E0	9.851359604E0
1.739764125E1	1.915419847E-2	-1.556278616E-1	9.857229233E0	9.858476305E0
1.739964262E1	7.182824425E-3	-1.484450400E-1	9.857229233E0	9.858349541E0
1.740164282E1	2.394274808E-3	-1.556278616E-1	9.821314812E0	9.822548060E0
1.740364415E1	1.197137404E-2	-1.532335877E-1	9.826104164E0	9.827306187E0
1.740564552E1	2.154847234E-2	-1.436564922E-1	9.838075638E0	9.839148021E0
1.740764685E1	2.873129770E-2	-1.484450400E-1	9.845257759E0	9.846418728E0
1.740964818E1	4.070267081E-2	-1.436564922E-1	9.828497887E0	9.829631967E0
1.741164955E1	4.309694469E-2	-1.364736706E-1	9.828497887E0	9.829539822E0
1.741365055E1	9.577099234E-3	-1.316851079E-1	9.850046158E0	9.850931022E0
1.741565188E1	7.182824425E-3	-1.268965602E-1	9.842864037E0	9.843684614E0
1.741765348E1	0.000000000E0	-1.388679445E-1	9.842864037E0	9.843843596E0
1.741965482E1	4.788549617E-3	-1.292908341E-1	9.854835510E0	9.855684755E0
1.742165615E1	1.915419847E-2	-1.508393139E-1	9.850046158E0	9.851219655E0
1.742365748E1	2.394274808E-2	-1.484450400E-1	9.842864037E0	9.844012476E0
1.742565905E1	2.394274808E-2	-1.508393139E-1	9.826104164E0	9.827291020E0
1.742765605E1	3.112557158E-2	-1.388679445E-1	9.826104164E0	9.827134687E0
1.742965738E1	2.873129770E-2	-1.412622184E-1	9.826104164E0	9.827161520E0
1.743165872E1	1.197137404E-2	-1.460507661E-1	9.840469360E0	9.841560413E0
1.743366008E1	4.788549617E-3	-1.364736706E-1	9.838075638E0	9.839023338E0
1.743566141E1	7.182824425E-3	-1.484450400E-1	9.842864037E0	9.843985980E0
1.743766275E1	1.197137404E-2	-1.436564922E-1	9.842864037E0	9.843919593E0
1.743966325E1	-2.394274808E-3	-1.364736706E-1	9.842864037E0	9.843810402E0
1.744166458E1	2.154847234E-2	-1.460507661E-1	9.828497887E0	9.829606598E0
1.744366615E1	2.394274808E-2	-1.508393139E-1	9.840469360E0	9.841654484E0
1.744566811E1	9.577099234E-3	-1.532335877E-1	9.852440834E0	9.853637026E0
1.744766971E1	1.675992459E-2	-1.436564922E-1	9.838075638E0	9.839138699E0
1.744967105E1	1.197137404E-2	-1.484450400E-1	9.852440834E0	9.853566341E0
1.745167241E1	1.675992459E-2	-1.412622184E-1	9.854835510E0	9.855862156E0
1.745367921E1	4.788549617E-3	-1.412622184E-1	9.838075638E0	9.839090923E0
1.745568054E1	0.000000000E0	-1.556278616E-1	9.842864037E0	9.844094294E0
1.745768164E1	-7.182824425E-3	-1.604164094E-1	9.835680962E0	9.836991664E0
1.745968298E1	1.675992459E-2	-1.532335877E-1	9.838075638E0	9.839283189E0
1.746168768E1	2.633702382E-2	-1.460507661E-1	9.838075638E0	9.839194922E0
1.746368904E1	2.873129770E-2	-1.412622184E-1	9.847652435E0	9.848707478E0
1.746569021E1	1.675992459E-2	-1.436564922E-1	9.835680962E0	9.836744282E0
1.746769154E1	7.182824425E-3	-1.316851079E-1	9.842864037E0	9.843747508E0
1.746969261E1	4.788549617E-3	-1.388679445E-1	9.850046158E0	9.851026167E0
1.747169394E1	-7.182824425E-3	-1.340793967E-1	9.840469360E0	9.841385376E0
1.747369504E1	7.182824425E-3	-1.316851079E-1	9.826104164E0	9.826989142E0
1.747569641E1	2.394274808E-3	-1.388679445E-1	9.833286285E0	9.834267091E0
1.747769917E1	2.394274808E-3	-1.460507661E-1	9.866806030E0	9.867887200E0
1.747970051E1	4.788549617E-3	-1.364736706E-1	9.840469360E0	9.841416830E0
1.748170161E1	1.197137404E-2	-1.412622184E-1	9.838075638E0	9.839097041E0
1.748370461E1	9.577099234E-3	-1.460507661E-1	9.852440834E0	9.853527944E0
1.748570594E1	1.197137404E-2	-1.508393139E-1	9.852440834E0	9.853602702E0
1.748770727E1	1.197137404E-2	-1.436564922E-1	9.842864037E0	9.843919593E0
1.748970860E1	9.577099234E-3	-1.508393139E-1	9.838075638E0	9.839236580E0
1.749170994E1	0.000000000E0	-1.580221355E-1	9.840469360E0	9.841738069E0
1.749371127E1	-4.788549617E-3	-1.340793967E-1	9.835680962E0	9.836595966E0
1.749565499E1	2.394274808E-3	-1.388679445E-1	9.840469360E0	9.841449450E0
1.749765636E1	2.394274808E-3	-1.436564922E-1	9.828497887E0	9.829547987E0
1.749965769E1	-7.182824425E-3	-1.340793967E-1	9.835680962E0	9.836597423E0
1.750165902E1	4.788549617E-3	-1.388679445E-1	9.833286285E0	9.834267965E0
1.750366039E1	2.154847234E-2	-1.340793967E-1	9.833286285E0	9.834223955E0
1.750566112E1	1.675992459E-2	-1.292908341E-1	9.835680962E0	9.836544972E0
1.750766245E1	4.788549617E-3	-1.268965602E-1	9.826104164E0	9.826924682E0
1.750966382E1	2.394274808E-3	-1.292908341E-1	9.816526413E0	9.817378095E0
1.751166515E1	-1.436564885E-2	-1.388679445E-1	9.838075638E0	9.839066162E0
1.751366102E1	0.000000000E0	-1.699935049E-1	9.852440834E0	9.853907254E0
1.751566238E1	7.182824425E-3	-1.699935049E-1	9.845257759E0	9.846727869E0
1.751766398E1	-2.394274808E-3	-1.580221355E-1	9.835680962E0	9.836950580E0
1.751966532E1	2.154847234E-2	-1.364736706E-1	9.833286285E0	9.834256890E0
1.752166258E1	2.633702382E-2	-1.436564922E-1	9.850046158E0	9.851128876E0
1.752366392E1	2.633702382E-2	-1.556278616E-1	9.854835510E0	9.856099462E0
1.752566542E1	1.436564885E-2	-1.580221355E-1	9.852440834E0	9.853718474E0
1.752766678E1	1.915419847E-2	-1.580221355E-1	9.847652435E0	9.848938845E0
1.752966842E1	2.154847234E-2	-1.508393139E-1	9.845257759E0	9.846436776E0
1.753166975E1	-4.788549617E-3	-1.412622184E-1	9.847652435E0	9.848666734E0
1.753367135E1	2.394274808E-3	-1.508393139E-1	9.857229233E0	9.858383558E0
1.753567268E1	0.000000000E0	-1.556278616E-1	9.854835510E0	9.856064274E0
1.753767258E1	9.577099234E-3	-1.364736706E-1	9.850046158E0	9.850996198E0
1.753967395E1	1.197137404E-2	-1.340793967E-1	9.850046158E0	9.850965938E0
1.754167841E1	4.788549617E-3	-1.364736706E-1	9.842864037E0	9.843811276E0
1.754367808E1	-2.394274808E-3	-1.436564922E-1	9.833286285E0	9.834335874E0
1.754567944E1	9.577099234E-3	-1.508393139E-1	9.847652435E0	9.848812248E0
1.754768078E1	7.182824425E-3	-1.412622184E-1	9.850046158E0	9.851061665E0
1.754968211E1	1.436564885E-2	-1.221080124E-1	9.854835510E0	9.855602451E0
1.755168348E1	2.154847234E-2	-1.268965602E-1	9.862017632E0	9.862857539E0
1.755368458E1	9.577099234E-3	-1.388679445E-1	9.847652435E0	9.848636175E0
1.755568591E1	7.182824425E-3	-1.412622184E-1	9.850046158E0	9.851061665E0
1.755768724E1	1.915419847E-2	-1.460507661E-1	9.842864037E0	9.843966180E0
1.755968844E1	4.788549617E-3	-1.604164094E-1	9.842864037E0	9.844172327E0
1.756168978E1	9.577099234E-3	-1.556278616E-1	9.845257759E0	9.846492375E0
1.756369111E1	2.154847234E-2	-1.508393139E-1	9.845257759E0	9.846436776E0
1.756569221E1	3.112557158E-2	-1.460507661E-1	9.835680962E0	9.836814505E0
1.756769358E1	1.915419847E-2	-1.460507661E-1	9.842864037E0	9.843966180E0
1.756969491E1	1.197137404E-2	-1.460507661E-1	9.852440834E0	9.853530562E0
1.757169944E1	1.197137404E-2	-1.388679445E-1	9.845257759E0	9.846244358E0
1.757370081E1	9.577099234E-3	-1.388679445E-1	9.840469360E0	9.841453818E0
1.757570214E1	7.182824425E-3	-1.388679445E-1	9.835680962E0	9.836663859E0
1.757770324E1	9.577099234E-3	-1.508393139E-1	9.835680962E0	9.836842186E0
1.757970461E1	1.915419847E-2	-1.484450400E-1	9.830892563E0	9.832031906E0
1.758170594E1	1.197137404E-2	-1.412622184E-1	9.828497887E0	9.829520285E0
1.758370727E1	1.197137404E-2	-1.628106833E-1	9.833286285E0	9.834641315E0
1.758570864E1	4.788549617E-3	-1.484450400E-1	9.852440834E0	9.853560232E0
1.758771070E1	7.182824425E-3	-1.388679445E-1	9.847652435E0	9.848634138E0
1.758971204E1	2.394274808E-3	-1.245022863E-1	9.835680962E0	9.836469211E0
1.759171340E1	7.182824425E-3	-1.245022863E-1	9.857229233E0	9.858018085E0
1.759371474E1	0.000000000E0	-1.292908341E-1	9.859623909E0	9.860471578E0
1.759571607E1	-9.577099234E-3	-1.412622184E-1	9.864412308E0	9.865428369E0
1.759771744E1	-7.182824425E-3	-1.316851079E-1	9.869200706E0	9.870081821E0
1.759971877E1	-2.394274808E-3	-1.316851079E-1	9.847652435E0	9.848533149E0
1.760171723E1	9.577099234E-3	-1.292908341E-1	9.840469360E0	9.841323340E0
1.760371860E1	2.633702382E-2	-1.436564922E-1	9.835680962E0	9.836765261E0
1.760571993E1	7.182824425E-3	-1.340793967E-1	9.823709488E0	9.824627066E0
1.760772197E1	1.197137404E-2	-1.388679445E-1	9.821314812E0	9.822303816E0
1.760972333E1	9.577099234E-3	-1.484450400E-1	9.835680962E0	9.836805764E0
1.761172466E1	-4.788549617E-3	-1.580221355E-1	9.830892563E0	9.832163674E0
1.761372623E1	9.577099234E-3	-1.580221355E-1	9.816526413E0	9.817802887E0
1.761572760E1	9.577099234E-3	-1.484450400E-1	9.840469360E0	9.841593615E0
1.761772893E1	0.000000000E0	-1.508393139E-1	9.845257759E0	9.846413197E0
1.761973040E1	-9.577099234E-3	-1.508393139E-1	9.852440834E0	9.853600084E0
1.762173176E1	-9.577099234E-3	-1.436564922E-1	9.854835510E0	9.855887167E0
1.762373310E1	-1.675992459E-2	-1.508393139E-1	9.845257759E0	9.846427461E0
1.762573466E1	2.394274808E-3	-1.340793967E-1	9.845257759E0	9.846171000E0
1.762773599E1	1.197137404E-2	-1.316851079E-1	9.847652435E0	9.848540134E0
1.762973733E1	1.197137404E-2	-1.412622184E-1	9.835680962E0	9.836702614E0
1.763173546E1	7.182824425E-3	-1.292908341E-1	9.852440834E0	9.853291739E0
1.763373679E1	2.394274808E-3	-1.268965602E-1	9.857229233E0	9.858046288E0
1.763573813E1	-2.394274808E-3	-1.460507661E-1	9.866806030E0	9.867887200E0
1.763774073E1	1.436564885E-2	-1.484450400E-1	9.840469360E0	9.841599440E0
1.763974206E1	2.633702382E-2	-1.460507661E-1	9.835680962E0	9.836800519E0
1.764174339E1	4.788549617E-3	-1.484450400E-1	9.845257759E0	9.846377974E0
1.764374909E1	7.182824425E-3	-1.580221355E-1	9.852440834E0	9.853710620E0
1.764575043E1	7.182824425E-3	-1.508393139E-1	9.842864037E0	9.844022376E0
1.764775102E1	2.394274808E-3	-1.412622184E-1	9.835680962E0	9.836695620E0
1.764975292E1	1.197137404E-2	-1.484450400E-1	9.847652435E0	9.848778489E0
1.765175426E1	4.788549617E-3	-1.484450400E-1	9.835680962E0	9.836802267E0
1.765375559E1	4.788549617E-3	-1.460507661E-1	9.838075638E0	9.839160839E0
1.765575666E1	1.436564885E-2	-1.436564922E-1	9.840469360E0	9.841528377E0
1.765775799E1	7.182824425E-3	-1.388679445E-1	9.840469360E0	9.841451780E0
1.765975932E1	9.577099234E-3	-1.436564922E-1	9.830892563E0	9.831946780E0
1.766176272E1	7.182824425E-3	-1.388679445E-1	9.828497887E0	9.829481502E0
1.766376406E1	1.436564885E-2	-1.460507661E-1	9.845257759E0	9.846351484E0
1.766576539E1	1.436564885E-2	-1.508393139E-1	9.838075638E0	9.839242406E0
1.766776736E1	-4.788549617E-3	-1.699935049E-1	9.838075638E0	9.839545364E0
1.766976869E1	4.788549617E-3	-1.460507661E-1	9.830892563E0	9.831978557E0
1.767177002E1	1.675992459E-2	-1.508393139E-1	9.835680962E0	9.836851802E0
1.767377139E1	2.394274808E-2	-1.580221355E-1	9.838075638E0	9.839373786E0
1.767577272E1	0.000000000E0	-1.675992310E-1	9.826104164E0	9.827533391E0
1.767777405E1	7.182824425E-3	-1.436564922E-1	9.818921089E0	9.819974549E0
1.767977622E1	2.394274808E-3	-1.316851079E-1	9.830892563E0	9.831774778E0
1.768177755E1	2.154847234E-2	-1.340793967E-1	9.845257759E0	9.846194288E0
1.768377889E1	1.197137404E-2	-1.388679445E-1	9.826104164E0	9.827092686E0
1.768578238E1	1.197137404E-2	-1.532335877E-1	9.821314812E0	9.822517421E0
1.768778372E1	1.675992459E-2	-1.436564922E-1	9.814132690E0	9.815198345E0
1.768978505E1	3.112557158E-2	-1.316851079E-1	9.833286285E0	9.834217251E0
1.769178875E1	1.197137404E-2	-1.532335877E-1	9.862017632E0	9.863215278E0
1.769379008E1	2.154847234E-2	-1.484450400E-1	9.864412308E0	9.865552719E0
1.769579142E1	1.915419847E-2	-1.771763414E-1	9.847652435E0	9.849264786E0
1.769779148E1	7.182824425E-3	-1.604164094E-1	9.854835510E0	9.856143665E0
1.769979282E1	9.577099234E-3	-1.460507661E-1	9.852440834E0	9.853527944E0
1.770179415E1	0.000000000E0	-1.388679445E-1	9.828497887E0	9.829478878E0
1.770379115E1	9.577099234E-3	-1.484450400E-1	9.826104164E0	9.827230062E0
1.770579248E1	9.577099234E-3	-1.508393139E-1	9.828497887E0	9.829659960E0
1.770779385E1	4.788549617E-3	-1.460507661E-1	9.862017632E0	9.863100198E0
1.770979538E1	2.154847234E-2	-1.388679445E-1	9.866806030E0	9.867806741E0
1.771179671E1	1.675992459E-2	-1.556278616E-1	9.852440834E0	9.853684149E0
1.771379808E1	1.436564885E-2	-1.508393139E-1	9.840469360E0	9.841635845E0
1.771579971E1	1.197137404E-2	-1.388679445E-1	9.842864037E0	9.843850876E0
1.771780105E1	2.873129770E-2	-1.364736706E-1	9.838075638E0	9.839064122E0
1.771980241E1	2.873129770E-2	-1.340793967E-1	9.835680962E0	9.836636760E0
1.772180171E1	9.577099234E-3	-1.412622184E-1	9.842864037E0	9.843882322E0
1.772380304E1	2.394274808E-3	-1.508393139E-1	9.850046158E0	9.851201325E0
1.772580441E1	7.182824425E-3	-1.532335877E-1	9.852440834E0	9.853634990E0
1.772781114E1	2.394274808E-3	-1.532335877E-1	9.842864037E0	9.844057025E0
1.772981248E1	-2.394274808E-3	-1.436564922E-1	9.838075638E0	9.839124716E0
1.773181384E1	0.000000000E0	-1.364736706E-1	9.850046158E0	9.850991543E0
1.773381838E1	1.436564885E-2	-1.292908341E-1	9.838075638E0	9.838935651E0
1.773581971E1	1.675992459E-2	-1.316851079E-1	9.847652435E0	9.848547119E0
1.773782108E1	1.436564885E-2	-1.316851079E-1	9.847652435E0	9.848543335E0
1.773982711E1	7.182824425E-3	-1.316851079E-1	9.840469360E0	9.841353047E0
1.774182844E1	0.000000000E0	-1.460507661E-1	9.854835510E0	9.855917703E0
1.774382981E1	-4.788549617E-3	-1.484450400E-1	9.838075638E0	9.839196670E0
1.774582901E1	-1.436564885E-2	-1.460507661E-1	9.838075638E0	9.839170161E0
1.774783034E1	-1.675992459E-2	-1.436564922E-1	9.838075638E0	9.839138699E0
1.774983171E1	2.394274808E-3	-1.580221355E-1	9.857229233E0	9.858496076E0
1.775183571E1	7.182824425E-3	-1.604164094E-1	9.852440834E0	9.853749307E0
1.775383704E1	2.394274808E-2	-1.484450400E-1	9.838075638E0	9.839224636E0
1.775583841E1	1.915419847E-2	-1.460507661E-1	9.840469360E0	9.841571772E0
1.775784001E1	1.436564885E-2	-1.532335877E-1	9.842864037E0	9.844067216E0
1.775984134E1	0.000000000E0	-1.460507661E-1	9.854835510E0	9.855917703E0
1.776184270E1	7.182824425E-3	-1.340793967E-1	9.852440834E0	9.853355736E0
1.776384957E1	-4.788549617E-3	-1.412622184E-1	9.835680962E0	9.836696494E0
1.776585090E1	-2.394274808E-3	-1.532335877E-1	9.847652435E0	9.848844844E0
1.776785224E1	1.436564885E-2	-1.364736706E-1	9.845257759E0	9.846214083E0
1.776985360E1	3.830839694E-2	-1.388679445E-1	9.826104164E0	9.827160062E0
1.777185494E1	3.830839694E-2	-1.364736706E-1	9.835680962E0	9.836702322E0
1.777385627E1	1.197137404E-2	-1.173194647E-1	9.842864037E0	9.843570471E0
1.777585740E1	9.577099234E-3	-1.388679445E-1	9.852440834E0	9.853424096E0
1.777785877E1	4.788549617E-3	-1.436564922E-1	9.857229233E0	9.858277145E0
1.777986010E1	4.788549617E-3	-1.388679445E-1	9.850046158E0	9.851026167E0
1.778186143E1	4.788549617E-3	-1.580221355E-1	9.852440834E0	9.853709165E0
1.778386280E1	9.577099234E-3	-1.532335877E-1	9.850046158E0	9.851242641E0
1.778586413E1	1.436564885E-2	-1.412622184E-1	9.823709488E0	9.824735594E0
1.778785930E1	2.154847234E-2	-1.436564922E-1	9.816526413E0	9.817601150E0
1.778986066E1	1.675992459E-2	-1.388679445E-1	9.840469360E0	9.841463429E0
1.779186200E1	9.577099234E-3	-1.340793967E-1	9.842864037E0	9.843781867E0
1.779386090E1	-4.788549617E-3	-1.364736706E-1	9.842864037E0	9.843811276E0
1.779586226E1	-7.182824425E-3	-1.436564922E-1	9.840469360E0	9.841520513E0
1.779786360E1	2.394274808E-3	-1.460507661E-1	9.845257759E0	9.846341295E0
1.779985943E1	1.915419847E-2	-1.388679445E-1	9.842864037E0	9.843862231E0
1.780186080E1	1.915419847E-2	-1.412622184E-1	9.850046158E0	9.851077667E0
1.780386213E1	2.633702382E-2	-1.532335877E-1	9.852440834E0	9.853667569E0
1.780586883E1	2.154847234E-2	-1.388679445E-1	9.845257759E0	9.846260660E0
1.780787019E1	2.873129770E-2	-1.364736706E-1	9.830892563E0	9.831881770E0
1.780987153E1	2.873129770E-2	-1.245022863E-1	9.838075638E0	9.838905354E0
1.781186786E1	4.788549617E-3	-1.221080124E-1	9.840469360E0	9.841228101E0
1.781386923E1	4.788549617E-3	-1.268965602E-1	9.852440834E0	9.853259159E0
1.781587056E1	1.436564885E-2	-1.340793967E-1	9.842864037E0	9.843787691E0
1.781787676E1	1.436564885E-2	-1.412622184E-1	9.842864037E0	9.843888146E0
1.781987813E1	2.394274808E-3	-1.412622184E-1	9.850046158E0	9.851059337E0
1.782187946E1	2.394274808E-3	-1.460507661E-1	9.847652435E0	9.848735708E0
1.782387736E1	7.182824425E-3	-1.484450400E-1	9.857229233E0	9.858349541E0
1.782587872E1	1.197137404E-2	-1.556278616E-1	9.842864037E0	9.844101573E0
1.782788006E1	1.436564885E-2	-1.316851079E-1	9.826104164E0	9.826997018E0
1.782988062E1	2.873129770E-2	-1.316851079E-1	9.821314812E0	9.822239617E0
