"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.360070705E0	3.830839694E-2	-1.436564922E-1	9.847652435E0	9.848774706E0
6.362076871E0	4.070267081E-2	-1.436564922E-1	9.842864037E0	9.843996462E0
6.364075637E0	4.309694469E-2	-1.292908341E-1	9.864412308E0	9.865353701E0
6.366076970E0	3.112557158E-2	-1.173194647E-1	9.864412308E0	9.865159037E0
6.368078303E0	2.633702382E-2	-1.221080124E-1	9.854835510E0	9.855627171E0
6.370081103E0	3.830839694E-2	-1.245022863E-1	9.847652435E0	9.848513941E0
6.372082436E0	4.070267081E-2	-1.245022863E-1	9.847652435E0	9.848523545E0
6.374086136E0	3.351984918E-2	-1.340793967E-1	9.866806030E0	9.867773918E0
6.376087502E0	2.633702382E-2	-1.268965602E-1	9.862017632E0	9.862869164E0
6.378088835E0	2.873129770E-2	-1.364736706E-1	9.862017632E0	9.863003717E0
6.380090168E0	2.873129770E-2	-1.221080124E-1	9.850046158E0	9.850844896E0
6.382091768E0	3.591412306E-2	-1.268965602E-1	9.850046158E0	9.850928985E0
6.384093101E0	3.112557158E-2	-1.221080124E-1	9.871595383E0	9.872399636E0
6.386097267E0	2.873129770E-2	-1.221080124E-1	9.854835510E0	9.855633860E0
6.388100900E0	3.112557158E-2	-1.316851079E-1	9.852440834E0	9.853369990E0
6.390102233E0	3.830839694E-2	-1.364736706E-1	9.845257759E0	9.846278126E0
6.392103566E0	4.070267081E-2	-1.292908341E-1	9.857229233E0	9.858161136E0
6.394099932E0	3.351984918E-2	-1.173194647E-1	9.852440834E0	9.853196325E0
6.396101265E0	1.915419847E-2	-1.292908341E-1	9.857229233E0	9.858095716E0
6.398102598E0	9.577099234E-3	-1.197137386E-1	9.862017632E0	9.862748849E0
6.400103964E0	1.675992459E-2	-1.340793967E-1	9.847652435E0	9.848579424E0
6.402105564E0	1.915419847E-2	-1.388679445E-1	9.847652435E0	9.848650145E0
6.404106897E0	2.154847234E-2	-1.364736706E-1	9.852440834E0	9.853409551E0
6.406108263E0	1.675992459E-2	-1.340793967E-1	9.876383781E0	9.877308073E0
6.408109363E0	2.633702382E-2	-1.412622184E-1	9.864412308E0	9.865458876E0
6.410114629E0	2.633702382E-2	-1.460507661E-1	9.850046158E0	9.851164082E0
6.412115995E0	3.351984918E-2	-1.221080124E-1	9.840469360E0	9.841284021E0
6.414117328E0	4.070267081E-2	-1.125309169E-1	9.845257759E0	9.845984982E0
6.416118928E0	3.112557158E-2	-1.316851079E-1	9.859623909E0	9.860552388E0
6.418120261E0	2.633702382E-2	-1.245022863E-1	9.871595383E0	9.872415604E0
6.420121594E0	2.154847234E-2	-1.149251908E-1	9.854835510E0	9.855529162E0
6.422118460E0	2.633702382E-2	-1.221080124E-1	9.847652435E0	9.848444674E0
6.424119793E0	2.633702382E-2	-1.268965602E-1	9.850046158E0	9.850898725E0
6.426120859E0	1.915419847E-2	-1.340793967E-1	9.862017632E0	9.862947629E0
6.428122225E0	2.873129770E-2	-1.340793967E-1	9.862017632E0	9.862970878E0
6.430122125E0	3.351984918E-2	-1.364736706E-1	9.847652435E0	9.848655092E0
6.432123458E0	4.549122229E-2	-1.340793967E-1	9.833286285E0	9.834305563E0
6.434122458E0	5.027977005E-2	-1.340793967E-1	9.833286285E0	9.834328880E0
6.436123558E0	4.549122229E-2	-1.364736706E-1	9.852440834E0	9.853491001E0
6.438127691E0	4.309694469E-2	-1.292908341E-1	9.845257759E0	9.846200984E0
6.440129057E0	4.309694469E-2	-1.268965602E-1	9.840469360E0	9.841381880E0
6.442130390E0	2.154847234E-2	-1.221080124E-1	9.852440834E0	9.853221052E0
6.444136756E0	3.591412306E-2	-1.245022863E-1	9.847652435E0	9.848504919E0
6.446135289E0	2.873129770E-2	-1.364736706E-1	9.838075638E0	9.839064122E0
6.448134355E0	2.873129770E-2	-1.292908341E-1	9.838075638E0	9.838967114E0
6.450135688E0	4.309694469E-2	-1.197137386E-1	9.850046158E0	9.850867882E0
6.452137054E0	4.309694469E-2	-1.316851079E-1	9.847652435E0	9.848627153E0
6.454138387E0	4.070267081E-2	-1.364736706E-1	9.842864037E0	9.843894261E0
6.456139720E0	2.394274808E-2	-1.364736706E-1	9.840469360E0	9.841444790E0
6.458141086E0	3.591412306E-2	-1.340793967E-1	9.838075638E0	9.839054800E0
6.460142419E0	2.873129770E-2	-1.245022863E-1	9.840469360E0	9.841298875E0
6.462143752E0	3.351984918E-2	-1.292908341E-1	9.838075638E0	9.838982262E0
6.464145118E0	3.112557158E-2	-1.268965602E-1	9.845257759E0	9.846124714E0
6.466146451E0	4.070267081E-2	-1.221080124E-1	9.850046158E0	9.850887086E0
6.468148017E0	3.351984918E-2	-1.268965602E-1	9.854835510E0	9.855709475E0
6.470145450E0	3.591412306E-2	-1.292908341E-1	9.864412308E0	9.865324937E0
6.472146516E0	4.309694469E-2	-1.388679445E-1	9.857229233E0	9.858301568E0
6.474147849E0	3.351984918E-2	-1.364736706E-1	9.864412308E0	9.865413261E0
6.476149215E0	3.351984918E-2	-1.221080124E-1	9.859623909E0	9.860436987E0
6.478150548E0	2.633702382E-2	-1.221080124E-1	9.847652435E0	9.848444674E0
6.480151881E0	1.915419847E-2	-1.149251908E-1	9.840469360E0	9.841159074E0
6.482152881E0	2.633702382E-2	-1.149251908E-1	9.833286285E0	9.833993116E0
6.484159681E0	3.351984918E-2	-1.292908341E-1	9.845257759E0	9.846163722E0
6.486166147E0	4.309694469E-2	-1.292908341E-1	9.845257759E0	9.846200984E0
6.488167480E0	4.309694469E-2	-1.245022863E-1	9.864412308E0	9.865292106E0
6.490168813E0	4.070267081E-2	-1.197137386E-1	9.857229233E0	9.858040182E0
6.492170146E0	3.351984918E-2	-1.053480953E-1	9.862017632E0	9.862637252E0
6.494171479E0	3.830839694E-2	-1.197137386E-1	9.847652435E0	9.848454569E0
6.496173045E0	4.549122229E-2	-1.340793967E-1	9.852440834E0	9.853458130E0
6.498171611E0	3.830839694E-2	-1.173194647E-1	9.852440834E0	9.853213779E0
6.500172944E0	4.070267081E-2	-1.197137386E-1	9.845257759E0	9.846069695E0
6.502174277E0	4.070267081E-2	-1.221080124E-1	9.838075638E0	9.838917589E0
6.504170610E0	2.873129770E-2	-1.292908341E-1	9.854835510E0	9.855725470E0
6.506171943E0	3.112557158E-2	-1.292908341E-1	9.852440834E0	9.853338282E0
6.508173276E0	2.633702382E-2	-1.316851079E-1	9.862017632E0	9.862931936E0
6.510174342E0	3.830839694E-2	-1.292908341E-1	9.850046158E0	9.850969138E0
6.512175675E0	3.830839694E-2	-1.364736706E-1	9.850046158E0	9.851066029E0
6.514177008E0	3.591412306E-2	-1.268965602E-1	9.850046158E0	9.850928985E0
6.516178374E0	3.830839694E-2	-1.268965602E-1	9.850046158E0	9.850938005E0
6.518179707E0	3.351984918E-2	-1.268965602E-1	9.845257759E0	9.846132574E0
6.520180807E0	3.112557158E-2	-1.173194647E-1	9.845257759E0	9.846005942E0
6.522182173E0	3.830839694E-2	-1.197137386E-1	9.859623909E0	9.860425069E0
6.524183506E0	3.351984918E-2	-1.125309169E-1	9.854835510E0	9.855534979E0
6.526184839E0	2.873129770E-2	-1.149251908E-1	9.845257759E0	9.845970426E0
6.528186205E0	3.591412306E-2	-1.221080124E-1	9.833286285E0	9.834109993E0
6.530187538E0	5.027977005E-2	-1.197137386E-1	9.830892563E0	9.831749998E0
6.532189138E0	4.549122229E-2	-1.125309169E-1	9.845257759E0	9.846005942E0
6.534190504E0	3.351984918E-2	-1.173194647E-1	9.850046158E0	9.850801833E0
6.536191837E0	3.351984918E-2	-1.221080124E-1	9.864412308E0	9.865224991E0
6.538193170E0	3.591412306E-2	-1.268965602E-1	9.866806030E0	9.867687358E0
6.540196703E0	3.830839694E-2	-1.245022863E-1	9.871595383E0	9.872454799E0
6.542198036E0	3.591412306E-2	-1.149251908E-1	9.862017632E0	9.862752627E0
6.544197969E0	3.351984918E-2	-1.316851079E-1	9.852440834E0	9.853377844E0
6.546194469E0	2.154847234E-2	-1.316851079E-1	9.854835510E0	9.855738848E0
6.548200702E0	2.633702382E-2	-1.316851079E-1	9.852440834E0	9.853356027E0
6.550202035E0	2.154847234E-2	-1.388679445E-1	9.857229233E0	9.858230916E0
6.552209868E0	2.873129770E-2	-1.197137386E-1	9.847652435E0	9.848421973E0
6.554211201E0	1.915419847E-2	-1.221080124E-1	9.857229233E0	9.858004129E0
6.556216134E0	2.873129770E-2	-1.268965602E-1	9.852440834E0	9.853299884E0
6.558217467E0	3.351984918E-2	-1.340793967E-1	9.847652435E0	9.848622206E0
6.560220167E0	3.591412306E-2	-1.412622184E-1	9.850046158E0	9.851124512E0
6.562221500E0	2.633702382E-2	-1.149251908E-1	9.850046158E0	9.850751786E0
6.564225066E0	3.830839694E-2	-1.316851079E-1	9.854835510E0	9.855789742E0
6.566226399E0	4.309694469E-2	-1.364736706E-1	9.850046158E0	9.851085814E0
6.568228832E0	3.351984918E-2	-1.388679445E-1	9.847652435E0	9.848688561E0
6.570230465E0	3.591412306E-2	-1.436564922E-1	9.857229233E0	9.858341400E0
6.572231598E0	3.112557158E-2	-1.484450400E-1	9.850046158E0	9.851213836E0
6.574232964E0	2.154847234E-2	-1.268965602E-1	9.857229233E0	9.858069548E0
6.576234297E0	3.112557158E-2	-1.149251908E-1	9.854835510E0	9.855554755E0
6.578235630E0	2.394274808E-2	-1.173194647E-1	9.850046158E0	9.850773900E0
6.580237230E0	1.436564885E-2	-1.101366431E-1	9.854835510E0	9.855461399E0
6.582239496E0	2.633702382E-2	-1.173194647E-1	9.850046158E0	9.850780010E0
6.584240829E0	3.112557158E-2	-1.197137386E-1	9.852440834E0	9.853217270E0
6.586242195E0	2.394274808E-2	-1.221080124E-1	9.850046158E0	9.850832093E0
6.588243528E0	3.112557158E-2	-1.364736706E-1	9.850046158E0	9.851040715E0
6.590244861E0	3.112557158E-2	-1.436564922E-1	9.871595383E0	9.872689673E0
6.592246227E0	2.633702382E-2	-1.412622184E-1	9.862017632E0	9.863064454E0
6.594247560E0	3.591412306E-2	-1.268965602E-1	9.866806030E0	9.867687358E0
6.596250826E0	4.309694469E-2	-1.221080124E-1	9.859623909E0	9.860474194E0
6.598252192E0	4.788549617E-2	-1.268965602E-1	9.850046158E0	9.850979904E0
6.600253158E0	4.070267081E-2	-1.173194647E-1	9.847652435E0	9.848435361E0
6.602254491E0	3.112557158E-2	-1.292908341E-1	9.845257759E0	9.846155862E0
6.604251791E0	2.394274808E-2	-1.340793967E-1	9.845257759E0	9.846199819E0
6.606253124E0	2.873129770E-2	-1.221080124E-1	9.862017632E0	9.862815400E0
6.608249957E0	1.675992459E-2	-1.221080124E-1	9.866806030E0	9.867575817E0
6.610251323E0	7.182824425E-3	-1.053480953E-1	9.859623909E0	9.860189321E0
6.612245956E0	1.197137404E-2	-1.173194647E-1	9.850046158E0	9.850752077E0
6.614247289E0	1.915419847E-2	-1.388679445E-1	9.826104164E0	9.827104061E0
6.616245055E0	2.633702382E-2	-1.268965602E-1	9.830892563E0	9.831746791E0
6.618246388E0	2.154847234E-2	-1.221080124E-1	9.840469360E0	9.841250527E0
6.620246354E0	3.830839694E-2	-1.221080124E-1	9.854835510E0	9.855666433E0
6.622247720E0	3.112557158E-2	-1.245022863E-1	9.840469360E0	9.841306156E0
6.624246820E0	2.873129770E-2	-1.221080124E-1	9.845257759E0	9.846056886E0
6.626249353E0	3.112557158E-2	-1.221080124E-1	9.857229233E0	9.858034658E0
6.628249619E0	2.633702382E-2	-1.316851079E-1	9.852440834E0	9.853356027E0
6.630252985E0	2.633702382E-2	-1.268965602E-1	9.864412308E0	9.865263633E0
6.632254518E0	2.633702382E-2	-1.149251908E-1	9.864412308E0	9.865116908E0
6.634259784E0	3.591412306E-2	-1.316851079E-1	9.866806030E0	9.867750100E0
6.636261117E0	2.633702382E-2	-1.364736706E-1	9.885960579E0	9.886937608E0
6.638262183E0	2.873129770E-2	-1.364736706E-1	9.878777504E0	9.879761916E0
6.640263516E0	3.591412306E-2	-1.268965602E-1	9.847652435E0	9.848535477E0
6.642267549E0	3.351984918E-2	-1.125309169E-1	9.852440834E0	9.853140473E0
6.644268915E0	3.830839694E-2	-1.149251908E-1	9.845257759E0	9.846003030E0
6.646270248E0	2.873129770E-2	-1.245022863E-1	9.847652435E0	9.848481345E0
6.648271581E0	3.351984918E-2	-1.268965602E-1	9.852440834E0	9.853315011E0
6.650272947E0	2.873129770E-2	-1.197137386E-1	9.857229233E0	9.857998023E0
6.652274280E0	4.070267081E-2	-1.388679445E-1	9.866806030E0	9.867867158E0
6.654279746E0	4.070267081E-2	-1.245022863E-1	9.864412308E0	9.865281937E0
6.656279179E0	4.549122229E-2	-1.340793967E-1	9.862017632E0	9.863033940E0
6.658283479E0	5.267404765E-2	-1.436564922E-1	9.864412308E0	9.865598913E0
6.660283012E0	4.788549617E-2	-1.436564922E-1	9.845257759E0	9.846422221E0
6.662288178E0	4.309694469E-2	-1.484450400E-1	9.840469360E0	9.841683317E0
6.664289511E0	4.309694469E-2	-1.508393139E-1	9.842864037E0	9.844114094E0
6.666293511E0	4.788549617E-2	-1.484450400E-1	9.835680962E0	9.836917654E0
6.668294477E0	2.394274808E-2	-1.436564922E-1	9.857229233E0	9.858305057E0
6.670297243E0	2.154847234E-2	-1.316851079E-1	9.859623909E0	9.860526808E0
6.672298809E0	2.873129770E-2	-1.268965602E-1	9.835680962E0	9.836541476E0
6.674304542E0	2.873129770E-2	-1.221080124E-1	9.842864037E0	9.843663358E0
6.676305875E0	3.591412306E-2	-1.245022863E-1	9.840469360E0	9.841322466E0
6.678307208E0	4.309694469E-2	-1.292908341E-1	9.854835510E0	9.855777818E0
6.680308574E0	2.633702382E-2	-1.197137386E-1	9.866806030E0	9.867567393E0
6.682309807E0	1.675992459E-2	-1.268965602E-1	9.845257759E0	9.846089781E0
6.684311140E0	2.394274808E-2	-1.292908341E-1	9.845257759E0	9.846135776E0
6.686311306E0	3.351984918E-2	-1.245022863E-1	9.862017632E0	9.862860445E0
6.688313372E0	2.873129770E-2	-1.101366431E-1	9.845257759E0	9.845915697E0
6.690314338E0	1.915419847E-2	-1.173194647E-1	9.835680962E0	9.836399276E0
6.692315704E0	2.873129770E-2	-1.221080124E-1	9.842864037E0	9.843663358E0
6.694316604E0	4.309694469E-2	-1.125309169E-1	9.864412308E0	9.865148287E0
6.696320870E0	3.351984918E-2	-1.101366431E-1	9.857229233E0	9.857901491E0
6.698322503E0	2.633702382E-2	-1.268965602E-1	9.830892563E0	9.831746791E0
6.700326603E0	4.788549617E-2	-1.221080124E-1	9.826104164E0	9.826979517E0
6.702324303E0	3.112557158E-2	-1.221080124E-1	9.845257759E0	9.846064163E0
6.704329269E0	2.873129770E-2	-1.221080124E-1	9.838075638E0	9.838875348E0
6.706330602E0	2.873129770E-2	-1.173194647E-1	9.828497887E0	9.829240055E0
6.708331968E0	3.830839694E-2	-1.221080124E-1	9.854835510E0	9.855666433E0
6.710333301E0	4.549122229E-2	-1.197137386E-1	9.847652435E0	9.848485128E0
6.712334634E0	5.746259540E-2	-1.268965602E-1	9.838075638E0	9.839061792E0
6.714331867E0	3.830839694E-2	-1.221080124E-1	9.835680962E0	9.836513502E0
6.716333200E0	3.112557158E-2	-1.316851079E-1	9.845257759E0	9.846187593E0
6.718331566E0	2.873129770E-2	-1.173194647E-1	9.828497887E0	9.829240055E0
6.720332732E0	3.112557158E-2	-1.125309169E-1	9.854835510E0	9.855527127E0
6.722330265E0	3.112557158E-2	-1.101366431E-1	9.850046158E0	9.850711050E0
6.724331365E0	3.112557158E-2	-1.221080124E-1	9.842864037E0	9.843670637E0
6.726330065E0	2.394274808E-2	-1.268965602E-1	9.857229233E0	9.858075073E0
6.728334065E0	4.309694469E-2	-1.460507661E-1	9.854835510E0	9.856011927E0
6.730333965E0	4.070267081E-2	-1.364736706E-1	9.842864037E0	9.843894261E0
6.732335331E0	4.070267081E-2	-1.316851079E-1	9.840469360E0	9.841434596E0
6.734332297E0	3.112557158E-2	-1.197137386E-1	9.850046158E0	9.850822782E0
6.736333930E0	2.873129770E-2	-1.197137386E-1	9.852440834E0	9.853209998E0
6.738335296E0	3.351984918E-2	-1.221080124E-1	9.852440834E0	9.853254505E0
6.740336629E0	4.070267081E-2	-1.149251908E-1	9.842864037E0	9.843619098E0
6.742338062E0	3.830839694E-2	-1.245022863E-1	9.842864037E0	9.843725961E0
6.744339428E0	2.633702382E-2	-1.197137386E-1	9.852440834E0	9.853203307E0
6.746340761E0	1.915419847E-2	-1.149251908E-1	9.854835510E0	9.855524218E0
6.748347994E0	2.873129770E-2	-1.197137386E-1	9.838075638E0	9.838845924E0
6.750347694E0	3.112557158E-2	-1.149251908E-1	9.845257759E0	9.845977704E0
6.752349027E0	4.788549617E-2	-1.221080124E-1	9.871595383E0	9.872466702E0
6.754346860E0	3.112557158E-2	-1.221080124E-1	9.857229233E0	9.858034658E0
6.756344993E0	3.112557158E-2	-1.268965602E-1	9.859623909E0	9.860489601E0
6.758346326E0	4.070267081E-2	-1.245022863E-1	9.857229233E0	9.858099496E0
6.760344892E0	3.830839694E-2	-1.364736706E-1	9.864412308E0	9.865430694E0
6.762346258E0	3.351984918E-2	-1.388679445E-1	9.862017632E0	9.863052248E0
6.764343958E0	3.112557158E-2	-1.292908341E-1	9.850046158E0	9.850943824E0
6.766345024E0	2.873129770E-2	-1.292908341E-1	9.845257759E0	9.846148585E0
6.768346357E0	2.873129770E-2	-1.245022863E-1	9.842864037E0	9.843693349E0
6.770349190E0	3.112557158E-2	-1.364736706E-1	9.842864037E0	9.843859320E0
6.772350523E0	3.112557158E-2	-1.268965602E-1	9.852440834E0	9.853307157E0
6.774351856E0	2.154847234E-2	-1.292908341E-1	9.854835510E0	9.855707148E0
6.776353189E0	3.112557158E-2	-1.245022863E-1	9.859623909E0	9.860459079E0
6.778354522E0	4.309694469E-2	-1.245022863E-1	9.866806030E0	9.867685615E0
6.780356055E0	3.591412306E-2	-1.268965602E-1	9.854835510E0	9.855717909E0
6.782357388E0	3.351984918E-2	-1.316851079E-1	9.859623909E0	9.860560236E0
6.784358988E0	3.830839694E-2	-1.316851079E-1	9.852440834E0	9.853395298E0
6.786360321E0	3.351984918E-2	-1.173194647E-1	9.845257759E0	9.846013802E0
6.788358987E0	3.351984918E-2	-1.268965602E-1	9.847652435E0	9.848527037E0
6.790360353E0	4.549122229E-2	-1.340793967E-1	9.869200706E0	9.870216275E0
6.792361686E0	3.351984918E-2	-1.245022863E-1	9.864412308E0	9.865254917E0
6.794363019E0	2.394274808E-2	-1.221080124E-1	9.866806030E0	9.867590631E0
6.796369052E0	2.633702382E-2	-1.340793967E-1	9.850046158E0	9.850993870E0
6.798370385E0	3.112557158E-2	-1.364736706E-1	9.838075638E0	9.839071405E0
6.800371718E0	1.675992459E-2	-1.436564922E-1	9.823709488E0	9.824774104E0
6.802373084E0	1.436564885E-2	-1.436564922E-1	9.823709488E0	9.824770311E0
6.804377017E0	2.873129770E-2	-1.316851079E-1	9.847652435E0	9.848574767E0
6.806378350E0	2.394274808E-2	-1.149251908E-1	9.852440834E0	9.853140182E0
6.808373083E0	2.873129770E-2	-1.125309169E-1	9.842864037E0	9.843549214E0
6.810374416E0	3.351984918E-2	-1.101366431E-1	9.854835510E0	9.855507932E0
6.812379082E0	2.633702382E-2	-1.173194647E-1	9.850046158E0	9.850780010E0
6.814380448E0	3.351984918E-2	-1.173194647E-1	9.838075638E0	9.838832232E0
6.816381848E0	4.070267081E-2	-1.173194647E-1	9.857229233E0	9.858011397E0
6.818383181E0	3.591412306E-2	-1.292908341E-1	9.845257759E0	9.846172164E0
6.820384547E0	3.830839694E-2	-1.364736706E-1	9.845257759E0	9.846278126E0
6.822385880E0	2.873129770E-2	-1.436564922E-1	9.847652435E0	9.848742111E0
6.824387213E0	4.549122229E-2	-1.412622184E-1	9.840469360E0	9.841588373E0
6.826388846E0	4.309694469E-2	-1.364736706E-1	9.842864037E0	9.843904452E0
6.828390179E0	3.591412306E-2	-1.340793967E-1	9.852440834E0	9.853418569E0
6.830390012E0	3.830839694E-2	-1.197137386E-1	9.850046158E0	9.850848097E0
6.832391378E0	3.112557158E-2	-1.316851079E-1	9.857229233E0	9.858157937E0
6.834392711E0	3.351984918E-2	-1.484450400E-1	9.852440834E0	9.853616082E0
6.836394044E0	4.788549617E-2	-1.316851079E-1	9.859623909E0	9.860619535E0
6.838395410E0	5.267404765E-2	-1.316851079E-1	9.862017632E0	9.863037427E0
6.840396743E0	4.549122229E-2	-1.316851079E-1	9.847652435E0	9.848637921E0
6.842401709E0	3.112557158E-2	-1.316851079E-1	9.823709488E0	9.824641361E0
6.844403042E0	3.112557158E-2	-1.388679445E-1	9.821314812E0	9.822345837E0
6.846404775E0	3.830839694E-2	-1.292908341E-1	9.850046158E0	9.850969138E0
6.848406108E0	4.070267081E-2	-1.197137386E-1	9.854835510E0	9.855646657E0
6.850407441E0	4.309694469E-2	-9.577099234E-2	9.838075638E0	9.838636170E0
6.852408774E0	4.788549617E-2	-1.221080124E-1	9.850046158E0	9.850919383E0
6.854416007E0	4.549122229E-2	-1.245022863E-1	9.840469360E0	9.841362076E0
6.856412373E0	2.633702382E-2	-1.125309169E-1	9.852440834E0	9.853118655E0
6.858418673E0	3.351984918E-2	-1.101366431E-1	9.857229233E0	9.857901491E0
6.860420039E0	4.070267081E-2	-1.245022863E-1	9.847652435E0	9.848523545E0
6.862421372E0	4.549122229E-2	-1.292908341E-1	9.873989105E0	9.874940325E0
6.864420105E0	3.591412306E-2	-1.388679445E-1	9.873989105E0	9.875030885E0
6.866421471E0	2.873129770E-2	-1.364736706E-1	9.869200706E0	9.870186074E0
6.868422804E0	2.633702382E-2	-1.173194647E-1	9.854835510E0	9.855569006E0
6.870424137E0	1.197137404E-2	-1.412622184E-1	9.859623909E0	9.860643080E0
6.872422170E0	3.351984918E-2	-1.532335877E-1	9.864412308E0	9.865659344E0
6.874423503E0	3.112557158E-2	-1.388679445E-1	9.852440834E0	9.853468602E0
6.876425069E0	2.394274808E-2	-1.173194647E-1	9.842864037E0	9.843592309E0
6.878426435E0	2.633702382E-2	-1.292908341E-1	9.838075638E0	9.838960413E0
6.880427768E0	3.351984918E-2	-1.197137386E-1	9.833286285E0	9.834072103E0
6.882429101E0	2.633702382E-2	-1.173194647E-1	9.840469360E0	9.841203927E0
6.884430467E0	4.549122229E-2	-1.316851079E-1	9.859623909E0	9.860608199E0
6.886435633E0	4.788549617E-2	-1.101366431E-1	9.850046158E0	9.850778264E0
6.888436966E0	5.267404765E-2	-1.077423692E-1	9.847652435E0	9.848382682E0
6.890438332E0	4.549122229E-2	-1.221080124E-1	9.828497887E0	9.829361654E0
6.892439665E0	4.549122229E-2	-1.245022863E-1	9.842864037E0	9.843756535E0
6.894440998E0	4.070267081E-2	-1.197137386E-1	9.830892563E0	9.831705685E0
6.896442364E0	4.070267081E-2	-1.388679445E-1	9.840469360E0	9.841533328E0
6.898443697E0	3.830839694E-2	-1.149251908E-1	9.845257759E0	9.846003030E0
6.900451597E0	3.830839694E-2	-1.101366431E-1	9.842864037E0	9.843554747E0
6.902449330E0	4.788549617E-2	-1.316851079E-1	9.850046158E0	9.851042752E0
6.904454296E0	3.591412306E-2	-1.268965602E-1	9.852440834E0	9.853323447E0
6.906455229E0	3.591412306E-2	-1.292908341E-1	9.854835510E0	9.855749027E0
6.908456362E0	4.309694469E-2	-1.245022863E-1	9.857229233E0	9.858109672E0
6.910457695E0	4.070267081E-2	-1.364736706E-1	9.864412308E0	9.865440281E0
6.912458761E0	4.309694469E-2	-1.316851079E-1	9.864412308E0	9.865385370E0
6.914454227E0	2.394274808E-2	-1.245022863E-1	9.862017632E0	9.862832546E0
6.916459727E0	2.154847234E-2	-1.364736706E-1	9.862017632E0	9.862985408E0
6.918456093E0	3.830839694E-2	-1.340793967E-1	9.845257759E0	9.846245232E0
6.920457193E0	4.070267081E-2	-1.388679445E-1	9.842864037E0	9.843927745E0
6.922459893E0	4.309694469E-2	-1.292908341E-1	9.838075638E0	9.839019551E0
6.924461259E0	4.549122229E-2	-1.292908341E-1	9.862017632E0	9.862970006E0
6.926462592E0	4.309694469E-2	-1.292908341E-1	9.869200706E0	9.870141643E0
6.928463925E0	3.591412306E-2	-1.268965602E-1	9.852440834E0	9.853323447E0
6.930465291E0	3.591412306E-2	-1.268965602E-1	9.859623909E0	9.860505879E0
6.932466624E0	4.070267081E-2	-1.197137386E-1	9.873989105E0	9.874798678E0
6.934469890E0	3.830839694E-2	-1.245022863E-1	9.857229233E0	9.858089901E0
6.936471256E0	3.591412306E-2	-1.292908341E-1	9.823709488E0	9.824625899E0
6.938474322E0	4.070267081E-2	-1.316851079E-1	9.842864037E0	9.843829037E0
6.940475655E0	4.549122229E-2	-1.316851079E-1	9.854835510E0	9.855820278E0
6.942480621E0	4.309694469E-2	-1.316851079E-1	9.852440834E0	9.853415078E0
6.944481954E0	3.830839694E-2	-1.245022863E-1	9.852440834E0	9.853301921E0
6.946479454E0	3.112557158E-2	-1.292908341E-1	9.850046158E0	9.850943824E0
6.948480820E0	2.154847234E-2	-1.412622184E-1	9.852440834E0	9.853477038E0
6.950482153E0	4.070267081E-2	-1.340793967E-1	9.838075638E0	9.839073445E0
6.952483486E0	4.070267081E-2	-1.460507661E-1	9.845257759E0	9.846425132E0
6.954484852E0	4.309694469E-2	-1.221080124E-1	9.847652435E0	9.848503754E0
6.956485918E0	3.591412306E-2	-1.149251908E-1	9.842864037E0	9.843600463E0
6.958487251E0	2.633702382E-2	-1.292908341E-1	9.840469360E0	9.841353921E0
6.960482051E0	2.633702382E-2	-1.268965602E-1	9.852440834E0	9.853293194E0
6.962483384E0	3.112557158E-2	-1.077423692E-1	9.857229233E0	9.857867181E0
6.964481084E0	3.112557158E-2	-1.197137386E-1	9.850046158E0	9.850822782E0
6.966483017E0	1.436564885E-2	-1.268965602E-1	9.842864037E0	9.843692475E0
6.968484583E0	-4.788549617E-3	-1.245022863E-1	9.835680962E0	9.836470085E0
6.970486349E0	1.915419847E-2	-1.436564922E-1	9.852440834E0	9.853506709E0
6.972487982E0	2.873129770E-2	-1.484450400E-1	9.850046158E0	9.851206562E0
6.974491682E0	3.830839694E-2	-1.532335877E-1	9.842864037E0	9.844131272E0
6.976488848E0	3.591412306E-2	-1.245022863E-1	9.823709488E0	9.824564049E0
6.978490214E0	3.112557158E-2	-1.125309169E-1	9.828497887E0	9.829191356E0
6.980491780E0	3.591412306E-2	-1.197137386E-1	9.845257759E0	9.846051064E0
6.982491746E0	3.351984918E-2	-1.221080124E-1	9.850046158E0	9.850860026E0
6.984493079E0	3.351984918E-2	-1.149251908E-1	9.842864037E0	9.843592018E0
6.986494412E0	3.591412306E-2	-1.268965602E-1	9.847652435E0	9.848535477E0
6.988501778E0	2.154847234E-2	-1.340793967E-1	9.871595383E0	9.872529414E0
6.990509544E0	3.112557158E-2	-1.173194647E-1	9.869200706E0	9.869947074E0
6.992510877E0	3.591412306E-2	-1.268965602E-1	9.869200706E0	9.870081821E0
6.994510310E0	2.873129770E-2	-1.364736706E-1	9.869200706E0	9.870186074E0
6.996515576E0	3.112557158E-2	-1.292908341E-1	9.862017632E0	9.862914209E0
6.998515176E0	4.070267081E-2	-1.412622184E-1	9.859623909E0	9.860719819E0
7.000516542E0	4.549122229E-2	-1.364736706E-1	9.845257759E0	9.846308692E0
7.002514275E0	3.351984918E-2	-1.245022863E-1	9.850046158E0	9.850889996E0
7.004515608E0	2.873129770E-2	-1.268965602E-1	9.850046158E0	9.850905417E0
