"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.326992495E0	1.342851281E0	-3.021331310E0	-8.933395386E0	9.525609984E0
2.337023361E0	1.359134912E0	-3.144082546E0	-8.891267776E0	9.528228872E0
2.347054261E0	1.378082395E0	-3.250036478E0	-8.802945137E0	9.484391983E0
2.357085127E0	1.390125036E0	-3.367708921E0	-8.759581566E0	9.487053294E0
2.367115893E0	1.404516816E0	-3.501846790E0	-8.696699142E0	9.479882616E0
2.377146759E0	1.402435064E0	-3.602090359E0	-8.643117905E0	9.468123688E0
2.387177659E0	1.421763659E0	-3.723281145E0	-8.582338333E0	9.462598251E0
2.397208525E0	1.421757102E0	-3.827022076E0	-8.504938126E0	9.434058710E0
2.407239391E0	1.404601812E0	-3.920473099E0	-8.475722313E0	9.443563114E0
2.417270291E0	1.401051402E0	-4.018863201E0	-8.433292389E0	9.446408152E0
2.427301157E0	1.390178323E0	-4.118730068E0	-8.345982552E0	9.410204987E0
2.437332057E0	1.388773918E0	-4.198245525E0	-8.288256645E0	9.394102230E0
2.447362890E0	1.365694880E0	-4.295771599E0	-8.200345993E0	9.357587859E0
2.457393956E0	1.352076173E0	-4.380312920E0	-8.161314011E0	9.360678268E0
2.467426189E0	1.340355992E0	-4.439664364E0	-8.078056335E0	9.314621195E0
2.477457089E0	1.320980906E0	-4.517130852E0	-8.041551590E0	9.317511130E0
2.487487955E0	1.298950434E0	-4.610273361E0	-7.984838486E0	9.311258687E0
2.497518821E0	1.268954754E0	-4.673474789E0	-7.893782616E0	9.260853997E0
2.507549721E0	1.251607060E0	-4.745776653E0	-7.872464657E0	9.277101705E0
2.517580587E0	1.204944730E0	-4.788172245E0	-7.816931725E0	9.245696666E0
2.527611487E0	1.183880925E0	-4.841296673E0	-7.765613079E0	9.227376334E0
2.537642353E0	1.140621185E0	-4.909679890E0	-7.725883484E0	9.224708609E0
2.547673253E0	1.096921206E0	-4.950194359E0	-7.673837662E0	9.197578202E0
2.557704119E0	1.059779048E0	-4.993991375E0	-7.631082535E0	9.181312659E0
2.567734785E0	1.005213976E0	-5.040821552E0	-7.604979515E0	9.179109460E0
2.577765685E0	9.644947052E-1	-5.085779667E0	-7.593220711E0	9.189798998E0
2.587796551E0	9.109485149E-1	-5.119011879E0	-7.579265594E0	9.191266331E0
2.597827451E0	8.429087400E-1	-5.126180649E0	-7.516843319E0	9.137349543E0
2.607858317E0	7.790690064E-1	-5.154749870E0	-7.466791153E0	9.106665958E0
2.617889217E0	7.241618037E-1	-5.171111584E0	-7.414784908E0	9.068838987E0
2.627920083E0	6.402025223E-1	-5.172754288E0	-7.360835075E0	9.019375765E0
2.637917649E0	5.703892708E-1	-5.178865910E0	-7.362328529E0	9.019416689E0
2.647915182E0	5.077236891E-1	-5.194286823E0	-7.313817024E0	8.985005198E0
